ensembl_gene_id	gene_id	symbol	type
ENSMUSG00000031555	11502	Adam9	protein-coding
ENSMUSG00000022893	11504	Adamts1	protein-coding
ENSMUSG00000022994	11512	Adcy6	protein-coding
ENSMUSG00000031659	11513	Adcy7	protein-coding
ENSMUSG00000022376	11514	Adcy8	protein-coding
ENSMUSG00000005580	11515	Adcy9	protein-coding
ENSMUSG00000024256	11516	Adcyap1	protein-coding
ENSMUSG00000029778	11517	Adcyap1r1	protein-coding
ENSMUSG00000029106	11518	Add1	protein-coding
ENSMUSG00000030000	11519	Add2	protein-coding
ENSMUSG00000028494	11520	Plin2	protein-coding
ENSMUSG00000074207	11522	Adh1	protein-coding
ENSMUSG00000055301	11529	Adh7	protein-coding
ENSMUSG00000028138	11532	Adh5	protein-coding
NA	11533	Adh5-ps1	pseudo
ENSMUSG00000039197	11534	Adk	protein-coding
ENSMUSG00000030790	11535	Adm	protein-coding
ENSMUSG00000058396	11536	Gpr182	protein-coding
ENSMUSG00000061780	11537	Cfd	protein-coding
ENSMUSG00000051149	11538	Adnp	protein-coding
ENSMUSG00000042429	11539	Adora1	protein-coding
ENSMUSG00000020178	11540	Adora2a	protein-coding
ENSMUSG00000018500	11541	Adora2b	protein-coding
ENSMUSG00000000562	11542	Adora3	protein-coding
ENSMUSG00000002844	11544	Adprh	protein-coding
ENSMUSG00000026496	11545	Parp1	protein-coding
ENSMUSG00000036023	11546	Parp2	protein-coding
ENSMUSG00000050541	11548	Adra1b	protein-coding
ENSMUSG00000045875	11549	Adra1a	protein-coding
ENSMUSG00000027335	11550	Adra1d	protein-coding
ENSMUSG00000033717	11551	Adra2a	protein-coding
ENSMUSG00000058620	11552	Adra2b	protein-coding
ENSMUSG00000045318	11553	Adra2c	protein-coding
ENSMUSG00000035283	11554	Adrb1	protein-coding
ENSMUSG00000045730	11555	Adrb2	protein-coding
ENSMUSG00000031489	11556	Adrb3	protein-coding
ENSMUSG00000022407	11564	Adsl	protein-coding
ENSMUSG00000011148	11565	Adssl1	protein-coding
ENSMUSG00000015961	11566	Adss	protein-coding
ENSMUSG00000025432	11567	Avil	protein-coding
ENSMUSG00000020473	11568	Aebp1	protein-coding
ENSMUSG00000030232	11569	Aebp2	protein-coding
ENSMUSG00000025431	11571	Crisp1	protein-coding
ENSMUSG00000025433	11572	Crisp3	protein-coding
ENSMUSG00000054932	11576	Afp	protein-coding
NA	11592	ag	unknown
ENSMUSG00000031521	11593	Aga	protein-coding
ENSMUSG00000030607	11595	Acan	protein-coding
ENSMUSG00000015452	11596	Ager	protein-coding
ENSMUSG00000022309	11600	Angpt1	protein-coding
ENSMUSG00000031465	11601	Angpt2	protein-coding
ENSMUSG00000027460	11602	Angpt4	protein-coding
ENSMUSG00000041936	11603	Agrn	protein-coding
ENSMUSG00000005705	11604	Agrp	protein-coding
ENSMUSG00000031266	11605	Gla	protein-coding
ENSMUSG00000031980	11606	Agt	protein-coding
ENSMUSG00000049115	11607	Agtr1a	protein-coding
ENSMUSG00000054988	11608	Agtr1b	protein-coding
ENSMUSG00000068122	11609	Agtr2	protein-coding
ENSMUSG00000029007	11610	Agtrap	protein-coding
ENSMUSG00000026272	11611	Agxt	protein-coding
ENSMUSG00000025056	11614	Nr0b1	protein-coding
ENSMUSG00000048087	11615	Gm4737	protein-coding
ENSMUSG00000019256	11622	Ahr	protein-coding
ENSMUSG00000021575	11624	Ahrr	protein-coding
ENSMUSG00000022868	11625	Ahsg	protein-coding
ENSMUSG00000040627	11628	Aicda	protein-coding
ENSMUSG00000024397	11629	Aif1	protein-coding
ENSMUSG00000019866	11630	Crybg1	protein-coding
ENSMUSG00000024847	11632	Aip	protein-coding
ENSMUSG00000000731	11634	Aire	protein-coding
ENSMUSG00000026817	11636	Ak1	protein-coding
ENSMUSG00000028792	11637	Ak2	protein-coding
ENSMUSG00000028527	11639	Ak4	protein-coding
ENSMUSG00000018428	11640	Akap1	protein-coding
ENSMUSG00000038729	11641	Akap2	protein-coding
ENSMUSG00000030344	11642	Akap3	protein-coding
ENSMUSG00000050089	11643	Akap4	protein-coding
ENSMUSG00000028766	11647	Alpl	protein-coding
ENSMUSG00000036500	11648	Akp3	protein-coding
ENSMUSG00000026246	11650	Alppl2	protein-coding
ENSMUSG00000001729	11651	Akt1	protein-coding
ENSMUSG00000004056	11652	Akt2	protein-coding
ENSMUSG00000032786	11655	Alas1	protein-coding
ENSMUSG00000025270	11656	Alas2	protein-coding
ENSMUSG00000029368	11657	Alb	protein-coding
ENSMUSG00000022636	11658	Alcam	protein-coding
ENSMUSG00000031378	11666	Abcd1	protein-coding
ENSMUSG00000053279	11668	Aldh1a1	protein-coding
ENSMUSG00000029455	11669	Aldh2	protein-coding
ENSMUSG00000019102	11670	Aldh3a1	protein-coding
ENSMUSG00000010025	11671	Aldh3a2	protein-coding
ENSMUSG00000030695	11674	Aldoa	protein-coding
ENSMUSG00000017390	11676	Aldoc	protein-coding
ENSMUSG00000001642	11677	Akr1b3	protein-coding
ENSMUSG00000055471	11682	Alk	protein-coding
ENSMUSG00000000320	11684	Alox12	protein-coding
ENSMUSG00000018907	11685	Alox12e	protein-coding
ENSMUSG00000032807	11686	Alox12b	protein-coding
ENSMUSG00000018924	11687	Alox15	protein-coding
ENSMUSG00000020891	11688	Alox8	protein-coding
ENSMUSG00000025701	11689	Alox5	protein-coding
ENSMUSG00000060063	11690	Alox5ap	protein-coding
NA	11691	alp	unknown
ENSMUSG00000040888	11692	Gfer	protein-coding
ENSMUSG00000014603	11694	Alx3	protein-coding
ENSMUSG00000040310	11695	Alx4	protein-coding
NA	11697	am	unknown
ENSMUSG00000029288	11698	Ambn	protein-coding
ENSMUSG00000028356	11699	Ambp	protein-coding
NA	11700	amd	unknown
NA	11701	Amd-ps1	pseudo
ENSMUSG00000075232	11702	Amd1	protein-coding
ENSMUSG00000031354	11704	Amelx	protein-coding
ENSMUSG00000035262	11705	Amh	protein-coding
ENSMUSG00000005686	11717	Ampd3	protein-coding
ENSMUSG00000037798	11720	Mat1a	protein-coding
ENSMUSG00000074264	11722	Amy1	protein-coding
ENSMUSG00000072115	11727	Ang	protein-coding
NA	11728	Ang-ps1	pseudo
NA	11730	Ang3	protein-coding
ENSMUSG00000047894	11731	Ang2	protein-coding
ENSMUSG00000022265	11732	Ank	protein-coding
ENSMUSG00000031543	11733	Ank1	protein-coding
ENSMUSG00000069601	11735	Ank3	protein-coding
ENSMUSG00000020790	11736	Ankfy1	protein-coding
ENSMUSG00000032249	11737	Anp32a	protein-coding
ENSMUSG00000031633	11739	Slc25a4	protein-coding
ENSMUSG00000016319	11740	Slc25a5	protein-coding
NA	11743	anx	unknown
ENSMUSG00000021866	11744	Anxa11	protein-coding
ENSMUSG00000029484	11745	Anxa3	protein-coding
ENSMUSG00000029994	11746	Anxa4	protein-coding
ENSMUSG00000027712	11747	Anxa5	protein-coding
ENSMUSG00000018340	11749	Anxa6	protein-coding
ENSMUSG00000021814	11750	Anxa7	protein-coding
ENSMUSG00000021950	11752	Anxa8	protein-coding
NA	11753	ao	unknown
ENSMUSG00000019326	11754	Aoc3	protein-coding
ENSMUSG00000024997	11757	Prdx3	protein-coding
ENSMUSG00000026701	11758	Prdx6	protein-coding
ENSMUSG00000063558	11761	Aox1	protein-coding
NA	11763	ap	unknown
ENSMUSG00000009090	11764	Ap1b1	protein-coding
ENSMUSG00000031731	11765	Ap1g1	protein-coding
ENSMUSG00000040701	11766	Ap1g2	protein-coding
ENSMUSG00000003033	11767	Ap1m1	protein-coding
ENSMUSG00000003309	11768	Ap1m2	protein-coding
ENSMUSG00000004849	11769	Ap1s1	protein-coding
ENSMUSG00000062515	11770	Fabp4	protein-coding
ENSMUSG00000060279	11771	Ap2a1	protein-coding
ENSMUSG00000002957	11772	Ap2a2	protein-coding
ENSMUSG00000022841	11773	Ap2m1	protein-coding
ENSMUSG00000021686	11774	Ap3b1	protein-coding
ENSMUSG00000062444	11775	Ap3b2	protein-coding
ENSMUSG00000020198	11776	Ap3d1	protein-coding
ENSMUSG00000024480	11777	Ap3s1	protein-coding
ENSMUSG00000063801	11778	Ap3s2	protein-coding
ENSMUSG00000019518	11781	Ap4m1	protein-coding
ENSMUSG00000020955	11782	Ap4s1	protein-coding
ENSMUSG00000019979	11783	Apaf1	protein-coding
ENSMUSG00000030519	11784	Apba2	protein-coding
ENSMUSG00000037032	11785	Apbb1	protein-coding
ENSMUSG00000029207	11787	Apbb2	protein-coding
ENSMUSG00000005871	11789	Apc	protein-coding
ENSMUSG00000026207	11790	Speg	protein-coding
ENSMUSG00000035960	11792	Apex1	protein-coding
ENSMUSG00000038160	11793	Atg5	protein-coding
ENSMUSG00000032000	11796	Birc3	protein-coding
ENSMUSG00000057367	11797	Birc2	protein-coding
ENSMUSG00000025860	11798	Xiap	protein-coding
ENSMUSG00000017716	11799	Birc5	protein-coding
ENSMUSG00000027193	11800	Api5	protein-coding
ENSMUSG00000015854	11801	Cd5l	protein-coding
ENSMUSG00000006651	11803	Aplp1	protein-coding
ENSMUSG00000031996	11804	Aplp2	protein-coding
ENSMUSG00000032083	11806	Apoa1	protein-coding
ENSMUSG00000005681	11807	Apoa2	protein-coding
ENSMUSG00000032080	11808	Apoa4	protein-coding
ENSMUSG00000040613	11810	Apobec1	protein-coding
ENSMUSG00000040694	11811	Apobec2	protein-coding
ENSMUSG00000040564	11812	Apoc1	protein-coding
ENSMUSG00000002992	11813	Apoc2	protein-coding
ENSMUSG00000032081	11814	Apoc3	protein-coding
ENSMUSG00000022548	11815	Apod	protein-coding
ENSMUSG00000002985	11816	Apoe	protein-coding
ENSMUSG00000000049	11818	Apoh	protein-coding
ENSMUSG00000030551	11819	Nr2f2	protein-coding
ENSMUSG00000022892	11820	App	protein-coding
ENSMUSG00000006589	11821	Aprt	protein-coding
ENSMUSG00000004655	11826	Aqp1	protein-coding
ENSMUSG00000023013	11827	Aqp2	protein-coding
ENSMUSG00000028435	11828	Aqp3	protein-coding
ENSMUSG00000024411	11829	Aqp4	protein-coding
ENSMUSG00000044217	11830	Aqp5	protein-coding
ENSMUSG00000043144	11831	Aqp6	protein-coding
ENSMUSG00000028427	11832	Aqp7	protein-coding
ENSMUSG00000030762	11833	Aqp8	protein-coding
ENSMUSG00000040383	11834	Aqr	protein-coding
ENSMUSG00000046532	11835	Ar	protein-coding
ENSMUSG00000001127	11836	Araf	protein-coding
ENSMUSG00000067274	11837	Rplp0	protein-coding
ENSMUSG00000022602	11838	Arc	protein-coding
ENSMUSG00000029378	11839	Areg	protein-coding
ENSMUSG00000048076	11840	Arf1	protein-coding
ENSMUSG00000062421	11841	Arf2	protein-coding
ENSMUSG00000051853	11842	Arf3	protein-coding
ENSMUSG00000021877	11843	Arf4	protein-coding
ENSMUSG00000020440	11844	Arf5	protein-coding
ENSMUSG00000044147	11845	Arf6	protein-coding
ENSMUSG00000019987	11846	Arg1	protein-coding
ENSMUSG00000021125	11847	Arg2	protein-coding
ENSMUSG00000007815	11848	Rhoa	protein-coding
NA	11849	Rhoay-ps1	pseudo
NA	11850	Rhoay-ps2	pseudo
NA	11851	Rhoay-ps3	pseudo
ENSMUSG00000054364	11852	Rhob	protein-coding
ENSMUSG00000002233	11853	Rhoc	protein-coding
ENSMUSG00000041845	11854	Rhod	protein-coding
ENSMUSG00000035133	11855	Arhgap5	protein-coding
ENSMUSG00000031355	11856	Arhgap6	protein-coding
ENSMUSG00000030220	11857	Arhgdib	protein-coding
ENSMUSG00000001313	11858	Rnd2	protein-coding
ENSMUSG00000007946	11859	Phox2a	protein-coding
ENSMUSG00000047446	11861	Arl4a	protein-coding
ENSMUSG00000015522	11863	Arnt	protein-coding
ENSMUSG00000015709	11864	Arnt2	protein-coding
ENSMUSG00000055116	11865	Arntl	protein-coding
ENSMUSG00000029622	11867	Arpc1b	protein-coding
ENSMUSG00000030996	11870	Art1	protein-coding
ENSMUSG00000092517	11871	Art2a-ps	protein-coding
ENSMUSG00000030651	11872	Art2b	protein-coding
ENSMUSG00000070424	11875	Art5	protein-coding
ENSMUSG00000028539	11876	Artn	protein-coding
ENSMUSG00000000325	11877	Arvcf	protein-coding
ENSMUSG00000035277	11878	Arx	protein-coding
ENSMUSG00000042082	11881	Arsb	protein-coding
ENSMUSG00000022620	11883	Arsa	protein-coding
NA	11885	asa	unknown
ENSMUSG00000031591	11886	Asah1	protein-coding
ENSMUSG00000020884	11889	Asgr1	protein-coding
ENSMUSG00000040963	11890	Asgr2	protein-coding
ENSMUSG00000032202	11891	Rab27a	protein-coding
NA	11893	Asp1	unknown
NA	11894	Asp2	unknown
NA	11895	Asp3	unknown
ENSMUSG00000076441	11898	Ass1	protein-coding
ENSMUSG00000026587	11899	Astn1	protein-coding
NA	11904	at	unknown
ENSMUSG00000026715	11905	Serpinc1	protein-coding
ENSMUSG00000038872	11906	Zfhx3	protein-coding
ENSMUSG00000030850	11907	Ate1	protein-coding
ENSMUSG00000023027	11908	Atf1	protein-coding
ENSMUSG00000027104	11909	Atf2	protein-coding
ENSMUSG00000026628	11910	Atf3	protein-coding
ENSMUSG00000042406	11911	Atf4	protein-coding
ENSMUSG00000034218	11920	Atm	protein-coding
ENSMUSG00000073043	11921	Atoh1	protein-coding
ENSMUSG00000037984	11922	Neurod6	protein-coding
ENSMUSG00000048015	11923	Neurod4	protein-coding
ENSMUSG00000027967	11924	Neurog2	protein-coding
ENSMUSG00000044312	11925	Neurog3	protein-coding
ENSMUSG00000018585	11927	Atox1	protein-coding
ENSMUSG00000033161	11928	Atp1a1	protein-coding
ENSMUSG00000026576	11931	Atp1b1	protein-coding
ENSMUSG00000041329	11932	Atp1b2	protein-coding
ENSMUSG00000032412	11933	Atp1b3	protein-coding
ENSMUSG00000059412	11936	Fxyd2	protein-coding
ENSMUSG00000030730	11937	Atp2a1	protein-coding
ENSMUSG00000029467	11938	Atp2a2	protein-coding
ENSMUSG00000030302	11941	Atp2b2	protein-coding
ENSMUSG00000005553	11944	Atp4a	protein-coding
ENSMUSG00000031449	11945	Atp4b	protein-coding
ENSMUSG00000025428	11946	Atp5a1	protein-coding
ENSMUSG00000025393	11947	Atp5b	protein-coding
ENSMUSG00000025781	11949	Atp5c1	protein-coding
ENSMUSG00000000563	11950	Atp5f1	protein-coding
ENSMUSG00000006057	11951	Atp5g1	protein-coding
ENSMUSG00000022890	11957	Atp5j	protein-coding
ENSMUSG00000050856	11958	Atp5k	protein-coding
ENSMUSG00000052459	11964	Atp6v1a	protein-coding
ENSMUSG00000006273	11966	Atp6v1b2	protein-coding
ENSMUSG00000013160	11972	Atp6v0d1	protein-coding
ENSMUSG00000019210	11973	Atp6v1e1	protein-coding
ENSMUSG00000015575	11974	Atp6v0e	protein-coding
ENSMUSG00000019302	11975	Atp6v0a1	protein-coding
ENSMUSG00000033792	11977	Atp7a	protein-coding
ENSMUSG00000006567	11979	Atp7b	protein-coding
ENSMUSG00000037685	11980	Atp8a1	protein-coding
ENSMUSG00000027546	11981	Atp9a	protein-coding
ENSMUSG00000025324	11982	Atp10a	protein-coding
ENSMUSG00000054428	11983	Atpif1	protein-coding
ENSMUSG00000024121	11984	Atp6v0c	protein-coding
ENSMUSG00000041313	11987	Slc7a1	protein-coding
ENSMUSG00000031596	11988	Slc7a2	protein-coding
ENSMUSG00000031297	11989	Slc7a3	protein-coding
ENSMUSG00000027312	11990	Atrn	protein-coding
ENSMUSG00000000568	11991	Hnrnpd	protein-coding
ENSMUSG00000021460	11992	Auh	protein-coding
ENSMUSG00000068328	11993	Aup1	protein-coding
ENSMUSG00000052613	11994	Pcdh15	protein-coding
ENSMUSG00000052131	11997	Akr1b7	protein-coding
ENSMUSG00000037727	11998	Avp	protein-coding
ENSMUSG00000031390	12000	Avpr2	protein-coding
NA	12001	awg	unknown
ENSMUSG00000024182	12005	Axin1	protein-coding
ENSMUSG00000000142	12006	Axin2	protein-coding
ENSMUSG00000037053	12007	Azgp1	protein-coding
ENSMUSG00000039781	12009	Cep131	protein-coding
ENSMUSG00000060802	12010	B2m	protein-coding
NA	12011	ba	unknown
ENSMUSG00000039653	12012	Baat	protein-coding
ENSMUSG00000025612	12013	Bach1	protein-coding
ENSMUSG00000040270	12014	Bach2	protein-coding
ENSMUSG00000024959	12015	Bad	protein-coding
NA	12016	baf	unknown
ENSMUSG00000028416	12017	Bag1	protein-coding
ENSMUSG00000057789	12018	Bak1	protein-coding
ENSMUSG00000049691	12020	Nkx3-2	protein-coding
ENSMUSG00000026196	12021	Bard1	protein-coding
ENSMUSG00000021381	12022	Barx1	protein-coding
ENSMUSG00000032033	12023	Barx2	protein-coding
ENSMUSG00000003873	12028	Bax	protein-coding
ENSMUSG00000000317	12029	Bcl6b	protein-coding
NA	12031	Bc1-ps1	pseudo
ENSMUSG00000004892	12032	Bcan	protein-coding
ENSMUSG00000020650	12033	Bcap29	protein-coding
ENSMUSG00000004264	12034	Phb2	protein-coding
ENSMUSG00000030268	12035	Bcat1	protein-coding
ENSMUSG00000030826	12036	Bcat2	protein-coding
ENSMUSG00000027792	12038	Bche	protein-coding
ENSMUSG00000060376	12039	Bckdha	protein-coding
ENSMUSG00000032263	12040	Bckdhb	protein-coding
ENSMUSG00000030802	12041	Bckdk	protein-coding
ENSMUSG00000028191	12042	Bcl10	protein-coding
ENSMUSG00000057329	12043	Bcl2	protein-coding
ENSMUSG00000102037	12044	Bcl2a1a	protein-coding
ENSMUSG00000089929	12045	Bcl2a1b	protein-coding
ENSMUSG00000053820	12046	Bcl2a1c	protein-coding
ENSMUSG00000099974	12047	Bcl2a1d	protein-coding
ENSMUSG00000007659	12048	Bcl2l1	protein-coding
ENSMUSG00000032191	12049	Bcl2l10	protein-coding
ENSMUSG00000089682	12050	Bcl2l2	protein-coding
ENSMUSG00000053175	12051	Bcl3	protein-coding
ENSMUSG00000022508	12053	Bcl6	protein-coding
ENSMUSG00000029681	12054	Bcl7b	protein-coding
ENSMUSG00000030814	12055	Bcl7c	protein-coding
ENSMUSG00000058831	12057	Opn1sw	protein-coding
NA	12059	bd	unknown
ENSMUSG00000041347	12061	Bdkrb1	protein-coding
ENSMUSG00000021070	12062	Bdkrb2	protein-coding
ENSMUSG00000048482	12064	Bdnf	protein-coding
NA	12066	Bemv1	other
NA	12067	Ube2n-ps1	pseudo
ENSMUSG00000032757	12068	Bet1	protein-coding
ENSMUSG00000042750	12069	Bex2	protein-coding
ENSMUSG00000046432	12070	Bex3	protein-coding
ENSMUSG00000027420	12075	Bfsp1	protein-coding
ENSMUSG00000045594	12091	Glb1	protein-coding
ENSMUSG00000074489	12095	Bglap3	protein-coding
ENSMUSG00000074483	12096	Bglap	protein-coding
ENSMUSG00000074486	12097	Bglap2	protein-coding
ENSMUSG00000031375	12111	Bgn	protein-coding
NA	12114	bh	unknown
ENSMUSG00000074768	12116	Bhmt	protein-coding
ENSMUSG00000003452	12121	Bicd1	protein-coding
ENSMUSG00000004446	12122	Bid	protein-coding
ENSMUSG00000046607	12123	Hrk	protein-coding
ENSMUSG00000016758	12124	Bik	protein-coding
ENSMUSG00000027381	12125	Bcl2l11	protein-coding
NA	12131	Bkm1	other
ENSMUSG00000019874	12140	Fabp7	protein-coding
ENSMUSG00000038151	12142	Prdm1	protein-coding
ENSMUSG00000014453	12143	Blk	protein-coding
ENSMUSG00000030528	12144	Blm	protein-coding
ENSMUSG00000047880	12145	Cxcr5	protein-coding
ENSMUSG00000026739	12151	Bmi1	protein-coding
ENSMUSG00000022098	12153	Bmp1	protein-coding
ENSMUSG00000030046	12154	Bmp10	protein-coding
ENSMUSG00000023279	12155	Bmp15	protein-coding
ENSMUSG00000027358	12156	Bmp2	protein-coding
ENSMUSG00000021835	12159	Bmp4	protein-coding
ENSMUSG00000032179	12160	Bmp5	protein-coding
ENSMUSG00000039004	12161	Bmp6	protein-coding
ENSMUSG00000008999	12162	Bmp7	protein-coding
ENSMUSG00000032726	12163	Bmp8a	protein-coding
ENSMUSG00000002384	12164	Bmp8b	protein-coding
ENSMUSG00000072625	12165	Gdf2	protein-coding
ENSMUSG00000021796	12166	Bmpr1a	protein-coding
ENSMUSG00000052430	12167	Bmpr1b	protein-coding
ENSMUSG00000067336	12168	Bmpr2	protein-coding
ENSMUSG00000031377	12169	Bmx	protein-coding
ENSMUSG00000025105	12173	Bnc1	protein-coding
ENSMUSG00000011958	12175	Bnip2	protein-coding
ENSMUSG00000078566	12176	Bnip3	protein-coding
ENSMUSG00000022051	12177	Bnip3l	protein-coding
ENSMUSG00000055027	12180	Smyd1	protein-coding
ENSMUSG00000022557	12181	Bop1	protein-coding
ENSMUSG00000029082	12182	Bst1	protein-coding
ENSMUSG00000038871	12183	Bpgm	protein-coding
ENSMUSG00000017146	12189	Brca1	protein-coding
ENSMUSG00000041147	12190	Brca2	protein-coding
ENSMUSG00000021127	12192	Zfp36l1	protein-coding
ENSMUSG00000045817	12193	Zfp36l2	protein-coding
ENSMUSG00000031130	12209	Brs3	protein-coding
ENSMUSG00000024073	12211	Birc6	protein-coding
ENSMUSG00000031327	12212	Chic1	protein-coding
ENSMUSG00000023175	12215	Bsg	protein-coding
ENSMUSG00000032589	12217	Bsn	protein-coding
NA	12222	bt2	unknown
ENSMUSG00000082361	12223	Btc	protein-coding
ENSMUSG00000005148	12224	Klf5	protein-coding
ENSMUSG00000036478	12226	Btg1	protein-coding
ENSMUSG00000020423	12227	Btg2	protein-coding
ENSMUSG00000022863	12228	Btg3	protein-coding
ENSMUSG00000031264	12229	Btk	protein-coding
ENSMUSG00000000706	12231	Btn1a1	protein-coding
ENSMUSG00000025217	12234	Btrc	protein-coding
ENSMUSG00000027379	12235	Bub1	protein-coding
ENSMUSG00000040084	12236	Bub1b	protein-coding
ENSMUSG00000066979	12237	Bub3	protein-coding
ENSMUSG00000051154	12238	Commd3	protein-coding
NA	12256	Bxv1	other
ENSMUSG00000041736	12257	Tspo	protein-coding
ENSMUSG00000023224	12258	Serping1	protein-coding
ENSMUSG00000036887	12259	C1qa	protein-coding
ENSMUSG00000036905	12260	C1qb	protein-coding
ENSMUSG00000018446	12261	C1qbp	protein-coding
ENSMUSG00000036896	12262	C1qc	protein-coding
ENSMUSG00000024371	12263	C2	protein-coding
ENSMUSG00000022504	12265	Ciita	protein-coding
ENSMUSG00000024164	12266	C3	protein-coding
ENSMUSG00000040552	12267	C3ar1	protein-coding
ENSMUSG00000073418	12268	C4b	protein-coding
ENSMUSG00000026405	12269	C4bp	protein-coding
NA	12270	C4bp-ps1	pseudo
ENSMUSG00000049130	12273	C5ar1	protein-coding
ENSMUSG00000022181	12274	C6	protein-coding
ENSMUSG00000022149	12279	C9	protein-coding
NA	12281	cab	unknown
ENSMUSG00000032115	12282	Hyou1	protein-coding
ENSMUSG00000036707	12283	Cab39	protein-coding
NA	12285	cac	unknown
ENSMUSG00000034656	12286	Cacna1a	protein-coding
ENSMUSG00000004113	12287	Cacna1b	protein-coding
ENSMUSG00000051331	12288	Cacna1c	protein-coding
ENSMUSG00000015968	12289	Cacna1d	protein-coding
ENSMUSG00000004110	12290	Cacna1e	protein-coding
ENSMUSG00000020866	12291	Cacna1g	protein-coding
ENSMUSG00000026407	12292	Cacna1s	protein-coding
ENSMUSG00000040118	12293	Cacna2d1	protein-coding
ENSMUSG00000021991	12294	Cacna2d3	protein-coding
ENSMUSG00000020882	12295	Cacnb1	protein-coding
ENSMUSG00000057914	12296	Cacnb2	protein-coding
ENSMUSG00000003352	12297	Cacnb3	protein-coding
ENSMUSG00000017412	12298	Cacnb4	protein-coding
ENSMUSG00000020722	12299	Cacng1	protein-coding
ENSMUSG00000019146	12300	Cacng2	protein-coding
ENSMUSG00000014226	12301	Cacybp	protein-coding
ENSMUSG00000025823	12304	Pdia4	protein-coding
ENSMUSG00000003534	12305	Ddr1	protein-coding
ENSMUSG00000032231	12306	Anxa2	protein-coding
ENSMUSG00000028222	12307	Calb1	protein-coding
ENSMUSG00000003657	12308	Calb2	protein-coding
