ensembl_gene_id	gene_id	symbol	type
NA	201	AIH3	unknown
ENSG00000112297	202	CRYBG1	protein-coding
ENSG00000106992	203	AK1	protein-coding
ENSG00000004455	204	AK2	protein-coding
ENSG00000162433	205	AK4	protein-coding
NA	206	AK4P1	pseudo
ENSG00000142208	207	AKT1	protein-coding
ENSG00000105221	208	AKT2	protein-coding
ENSG00000148218	210	ALAD	protein-coding
ENSG00000023330	211	ALAS1	protein-coding
ENSG00000158578	212	ALAS2	protein-coding
ENSG00000163631	213	ALB	protein-coding
ENSG00000170017	214	ALCAM	protein-coding
ENSG00000101986	215	ABCD1	protein-coding
ENSG00000165092	216	ALDH1A1	protein-coding
ENSG00000111275	217	ALDH2	protein-coding
ENSG00000108602	218	ALDH3A1	protein-coding
ENSG00000137124	219	ALDH1B1	protein-coding
ENSG00000184254	220	ALDH1A3	protein-coding
ENSG00000006534	221	ALDH3B1	protein-coding
ENSG00000132746	222	ALDH3B2	protein-coding
ENSG00000143149	223	ALDH9A1	protein-coding
ENSG00000072210	224	ALDH3A2	protein-coding
ENSG00000173208	225	ABCD2	protein-coding
ENSG00000149925	226	ALDOA	protein-coding
NA	228	ALDOAP2	pseudo
ENSG00000136872	229	ALDOB	protein-coding
ENSG00000109107	230	ALDOC	protein-coding
ENSG00000085662	231	AKR1B1	protein-coding
NA	236	AKR1B1P2	pseudo
ENSG00000171094	238	ALK	protein-coding
ENSG00000108839	239	ALOX12	protein-coding
ENSG00000012779	240	ALOX5	protein-coding
ENSG00000132965	241	ALOX5AP	protein-coding
ENSG00000179477	242	ALOX12B	protein-coding
NA	243	ALOX12P1	pseudo
ENSG00000262943	245	ALOX12P2	pseudo
ENSG00000161905	246	ALOX15	protein-coding
ENSG00000179593	247	ALOX15B	protein-coding
ENSG00000163295	248	ALPI	protein-coding
ENSG00000162551	249	ALPL	protein-coding
ENSG00000163283	250	ALPP	protein-coding
ENSG00000163286	251	ALPPL2	protein-coding
NA	253	ALS3	unknown
NA	255	ALS5	unknown
ENSG00000156150	257	ALX3	protein-coding
ENSG00000178522	258	AMBN	protein-coding
ENSG00000106927	259	AMBP	protein-coding
NA	261	AMCN	unknown
ENSG00000123505	262	AMD1	protein-coding
NA	263	AMD1P2	pseudo
ENSG00000125363	265	AMELX	protein-coding
ENSG00000099721	266	AMELY	protein-coding
ENSG00000159461	267	AMFR	protein-coding
ENSG00000104899	268	AMH	protein-coding
ENSG00000135409	269	AMHR2	protein-coding
ENSG00000116748	270	AMPD1	protein-coding
ENSG00000116337	271	AMPD2	protein-coding
ENSG00000133805	272	AMPD3	protein-coding
ENSG00000078053	273	AMPH	protein-coding
ENSG00000136717	274	BIN1	protein-coding
ENSG00000145020	275	AMT	protein-coding
ENSG00000237763	276	AMY1A	protein-coding
ENSG00000174876	277	AMY1B	protein-coding
ENSG00000187733	278	AMY1C	protein-coding
ENSG00000243480	279	AMY2A	protein-coding
ENSG00000240038	280	AMY2B	protein-coding
NA	281	AMYP1	pseudo
NA	282	ANCR	other
ENSG00000214274	283	ANG	protein-coding
ENSG00000154188	284	ANGPT1	protein-coding
ENSG00000091879	285	ANGPT2	protein-coding
ENSG00000029534	286	ANK1	protein-coding
ENSG00000145362	287	ANK2	protein-coding
ENSG00000151150	288	ANK3	protein-coding
NA	289	ANOP1	unknown
ENSG00000166825	290	ANPEP	protein-coding
ENSG00000151729	291	SLC25A4	protein-coding
ENSG00000005022	292	SLC25A5	protein-coding
ENSG00000169100	293	SLC25A6	protein-coding
ENSG00000135046	301	ANXA1	protein-coding
ENSG00000182718	302	ANXA2	protein-coding
NA	303	ANXA2P1	pseudo
NA	304	ANXA2P2	pseudo
NA	305	ANXA2P3	pseudo
ENSG00000138772	306	ANXA3	protein-coding
ENSG00000196975	307	ANXA4	protein-coding
ENSG00000164111	308	ANXA5	protein-coding
ENSG00000197043	309	ANXA6	protein-coding
ENSG00000138279	310	ANXA7	protein-coding
ENSG00000122359	311	ANXA11	protein-coding
ENSG00000104537	312	ANXA13	protein-coding
ENSG00000136250	313	AOAH	protein-coding
ENSG00000131480	314	AOC2	protein-coding
ENSG00000138356	316	AOX1	protein-coding
ENSG00000120868	317	APAF1	protein-coding
ENSG00000164978	318	NUDT2	protein-coding
ENSG00000175336	319	APOF	protein-coding
ENSG00000107282	320	APBA1	protein-coding
ENSG00000034053	321	APBA2	protein-coding
ENSG00000166313	322	APBB1	protein-coding
ENSG00000163697	323	APBB2	protein-coding
ENSG00000134982	324	APC	protein-coding
ENSG00000132703	325	APCS	protein-coding
ENSG00000160224	326	AIRE	protein-coding
ENSG00000164062	327	APEH	protein-coding
ENSG00000100823	328	APEX1	protein-coding
ENSG00000110330	329	BIRC2	protein-coding
ENSG00000023445	330	BIRC3	protein-coding
ENSG00000101966	331	XIAP	protein-coding
ENSG00000089685	332	BIRC5	protein-coding
ENSG00000105290	333	APLP1	protein-coding
ENSG00000084234	334	APLP2	protein-coding
ENSG00000118137	335	APOA1	protein-coding
ENSG00000158874	336	APOA2	protein-coding
ENSG00000110244	337	APOA4	protein-coding
ENSG00000084674	338	APOB	protein-coding
ENSG00000111701	339	APOBEC1	protein-coding
ENSG00000130208	341	APOC1	protein-coding
ENSG00000214855	342	APOC1P1	pseudo
ENSG00000103375	343	AQP8	protein-coding
ENSG00000234906	344	APOC2	protein-coding
ENSG00000110245	345	APOC3	protein-coding
ENSG00000267467	346	APOC4	protein-coding
ENSG00000189058	347	APOD	protein-coding
ENSG00000130203	348	APOE	protein-coding
ENSG00000091583	350	APOH	protein-coding
ENSG00000142192	351	APP	protein-coding
ENSG00000198931	353	APRT	protein-coding
ENSG00000142515	354	KLK3	protein-coding
ENSG00000026103	355	FAS	protein-coding
ENSG00000117560	356	FASLG	protein-coding
ENSG00000146950	357	SHROOM2	protein-coding
ENSG00000240583	358	AQP1	protein-coding
ENSG00000167580	359	AQP2	protein-coding
ENSG00000165272	360	AQP3	protein-coding
ENSG00000171885	361	AQP4	protein-coding
ENSG00000161798	362	AQP5	protein-coding
ENSG00000086159	363	AQP6	protein-coding
ENSG00000165269	364	AQP7	protein-coding
ENSG00000103569	366	AQP9	protein-coding
ENSG00000169083	367	AR	protein-coding
ENSG00000091262	368	ABCC6	protein-coding
ENSG00000078061	369	ARAF	protein-coding
ENSG00000095139	372	ARCN1	protein-coding
ENSG00000113595	373	TRIM23	protein-coding
ENSG00000109321	374	AREG	protein-coding
ENSG00000143761	375	ARF1	protein-coding
ENSG00000134287	377	ARF3	protein-coding
ENSG00000168374	378	ARF4	protein-coding
ENSG00000175906	379	ARL4D	protein-coding
NA	380	ARF4P1	pseudo
ENSG00000004059	381	ARF5	protein-coding
ENSG00000165527	382	ARF6	protein-coding
ENSG00000118520	383	ARG1	protein-coding
ENSG00000081181	384	ARG2	protein-coding
ENSG00000067560	387	RHOA	protein-coding
ENSG00000143878	388	RHOB	protein-coding
ENSG00000155366	389	RHOC	protein-coding
ENSG00000115963	390	RND3	protein-coding
ENSG00000177105	391	RHOG	protein-coding
ENSG00000175220	392	ARHGAP1	protein-coding
ENSG00000089820	393	ARHGAP4	protein-coding
ENSG00000100852	394	ARHGAP5	protein-coding
ENSG00000047648	395	ARHGAP6	protein-coding
ENSG00000141522	396	ARHGDIA	protein-coding
ENSG00000111348	397	ARHGDIB	protein-coding
ENSG00000242173	398	ARHGDIG	protein-coding
ENSG00000168421	399	RHOH	protein-coding
ENSG00000120805	400	ARL1	protein-coding
ENSG00000165462	401	PHOX2A	protein-coding
ENSG00000213465	402	ARL2	protein-coding
ENSG00000138175	403	ARL3	protein-coding
ENSG00000143437	405	ARNT	protein-coding
ENSG00000133794	406	ARNTL	protein-coding
ENSG00000120500	407	ARR3	protein-coding
ENSG00000137486	408	ARRB1	protein-coding
ENSG00000141480	409	ARRB2	protein-coding
ENSG00000100299	410	ARSA	protein-coding
ENSG00000113273	411	ARSB	protein-coding
ENSG00000101846	412	STS	protein-coding
NA	413	ARSC2	unknown
ENSG00000006756	414	ARSD	protein-coding
ENSG00000157399	415	ARSE	protein-coding
ENSG00000062096	416	ARSF	protein-coding
ENSG00000129744	417	ART1	protein-coding
NA	418	ART2P	pseudo
ENSG00000156219	419	ART3	protein-coding
ENSG00000111339	420	ART4	protein-coding
ENSG00000099889	421	ARVCF	protein-coding
NA	424	ARVD3	unknown
NA	425	ARVD4	unknown
ENSG00000104763	427	ASAH1	protein-coding
ENSG00000139352	429	ASCL1	protein-coding
ENSG00000183734	430	ASCL2	protein-coding
NA	431	ASD1	unknown
ENSG00000141505	432	ASGR1	protein-coding
ENSG00000161944	433	ASGR2	protein-coding
ENSG00000101440	434	ASIP	protein-coding
ENSG00000126522	435	ASL	protein-coding
NA	436	ASLP1	pseudo
ENSG00000196433	438	ASMT	protein-coding
ENSG00000198356	439	ASNA1	protein-coding
ENSG00000070669	440	ASNS	protein-coding
NA	442	ASNSP2	pseudo
ENSG00000108381	443	ASPA	protein-coding
ENSG00000198363	444	ASPH	protein-coding
ENSG00000130707	445	ASS1	protein-coding
NA	447	ASS1P2	pseudo
NA	449	ASS1P4	pseudo
NA	450	ASS1P5	pseudo
NA	451	ASS1P6	pseudo
NA	453	ASS1P8	pseudo
NA	454	ASS1P9	pseudo
NA	455	ASS1P10	pseudo
NA	459	ASS1P14	pseudo
ENSG00000152092	460	ASTN1	protein-coding
ENSG00000117601	462	SERPINC1	protein-coding
ENSG00000140836	463	ZFHX3	protein-coding
NA	465	ATD	unknown
ENSG00000123268	466	ATF1	protein-coding
ENSG00000162772	467	ATF3	protein-coding
ENSG00000128272	468	ATF4	protein-coding
NA	469	ATF4P1	pseudo
NA	470	ATHS	unknown
ENSG00000138363	471	ATIC	protein-coding
ENSG00000149311	472	ATM	protein-coding
ENSG00000142599	473	RERE	protein-coding
ENSG00000172238	474	ATOH1	protein-coding
ENSG00000177556	475	ATOX1	protein-coding
ENSG00000163399	476	ATP1A1	protein-coding
ENSG00000018625	477	ATP1A2	protein-coding
ENSG00000105409	478	ATP1A3	protein-coding
ENSG00000075673	479	ATP12A	protein-coding
ENSG00000132681	480	ATP1A4	protein-coding
ENSG00000143153	481	ATP1B1	protein-coding
ENSG00000129244	482	ATP1B2	protein-coding
ENSG00000069849	483	ATP1B3	protein-coding
NA	484	ATP1B3P1	pseudo
NA	485	ATP1B1P1	pseudo
ENSG00000137731	486	FXYD2	protein-coding
ENSG00000196296	487	ATP2A1	protein-coding
ENSG00000174437	488	ATP2A2	protein-coding
ENSG00000074370	489	ATP2A3	protein-coding
ENSG00000070961	490	ATP2B1	protein-coding
ENSG00000157087	491	ATP2B2	protein-coding
ENSG00000067842	492	ATP2B3	protein-coding
ENSG00000058668	493	ATP2B4	protein-coding
ENSG00000105675	495	ATP4A	protein-coding
ENSG00000186009	496	ATP4B	protein-coding
ENSG00000152234	498	ATP5F1A	protein-coding
ENSG00000164904	501	ALDH7A1	protein-coding
NA	504	ATP5F1AP2	pseudo
ENSG00000110955	506	ATP5F1B	protein-coding
NA	507	ATP5F1BP1	pseudo
ENSG00000165629	509	ATP5F1C	protein-coding
ENSG00000099624	513	ATP5F1D	protein-coding
ENSG00000124172	514	ATP5F1E	protein-coding
ENSG00000116459	515	ATP5PB	protein-coding
ENSG00000159199	516	ATP5MC1	protein-coding
ENSG00000135390	517	ATP5MC2	protein-coding
ENSG00000154518	518	ATP5MC3	protein-coding
NA	520	ATP5MC2P1	pseudo
ENSG00000169020	521	ATP5ME	protein-coding
ENSG00000154723	522	ATP5PF	protein-coding
ENSG00000114573	523	ATP6V1A	protein-coding
ENSG00000116039	525	ATP6V1B1	protein-coding
ENSG00000147416	526	ATP6V1B2	protein-coding
ENSG00000185883	527	ATP6V0C	protein-coding
ENSG00000155097	528	ATP6V1C1	protein-coding
ENSG00000131100	529	ATP6V1E1	protein-coding
ENSG00000117410	533	ATP6V0B	protein-coding
ENSG00000213760	534	ATP6V1G2	protein-coding
ENSG00000033627	535	ATP6V0A1	protein-coding
ENSG00000071553	537	ATP6AP1	protein-coding
ENSG00000165240	538	ATP7A	protein-coding
ENSG00000241837	539	ATP5PO	protein-coding
ENSG00000123191	540	ATP7B	protein-coding
NA	541	ALDH7A1P1	pseudo
NA	542	ALDH7A1P2	pseudo
NA	543	ALDH7A1P3	pseudo
NA	544	ALDH7A1P4	pseudo
ENSG00000175054	545	ATR	protein-coding
ENSG00000085224	546	ATRX	protein-coding
ENSG00000130294	547	KIF1A	protein-coding
ENSG00000148090	549	AUH	protein-coding
ENSG00000115307	550	AUP1	protein-coding
ENSG00000101200	551	AVP	protein-coding
ENSG00000166148	552	AVPR1A	protein-coding
ENSG00000198049	553	AVPR1B	protein-coding
ENSG00000126895	554	AVPR2	protein-coding
ENSG00000167601	558	AXL	protein-coding
NA	560	AZF1	unknown
ENSG00000160862	563	AZGP1	protein-coding
ENSG00000172232	566	AZU1	protein-coding
ENSG00000166710	567	B2M	protein-coding
NA	568	B2MR	unknown
ENSG00000136881	570	BAAT	protein-coding
ENSG00000156273	571	BACH1	protein-coding
ENSG00000002330	572	BAD	protein-coding
ENSG00000107262	573	BAG1	protein-coding
NA	574	BAGE	protein-coding
ENSG00000181790	575	ADGRB1	protein-coding
ENSG00000121753	576	ADGRB2	protein-coding
ENSG00000135298	577	ADGRB3	protein-coding
ENSG00000030110	578	BAK1	protein-coding
ENSG00000109705	579	NKX3-2	protein-coding
ENSG00000138376	580	BARD1	protein-coding
ENSG00000087088	581	BAX	protein-coding
ENSG00000174483	582	BBS1	protein-coding
ENSG00000125124	583	BBS2	protein-coding
ENSG00000140463	585	BBS4	protein-coding
ENSG00000060982	586	BCAT1	protein-coding
ENSG00000105552	587	BCAT2	protein-coding
ENSG00000114200	590	BCHE	protein-coding
ENSG00000248098	593	BCKDHA	protein-coding
ENSG00000083123	594	BCKDHB	protein-coding
ENSG00000110092	595	CCND1	protein-coding
ENSG00000171791	596	BCL2	protein-coding
ENSG00000140379	597	BCL2A1	protein-coding
ENSG00000171552	598	BCL2L1	protein-coding
ENSG00000129473	599	BCL2L2	protein-coding
NA	600	BAK1P1	pseudo
NA	601	BAK1P2	pseudo
ENSG00000069399	602	BCL3	protein-coding
NA	603	BCL5	unknown
ENSG00000113916	604	BCL6	protein-coding
ENSG00000110987	605	BCL7A	protein-coding
NA	606	NBEAP1	pseudo
ENSG00000116128	607	BCL9	protein-coding
ENSG00000048462	608	TNFRSF17	protein-coding
ENSG00000099822	610	HCN2	protein-coding
ENSG00000128617	611	OPN1SW	protein-coding
ENSG00000186716	613	BCR	protein-coding
NA	616	BCRP4	pseudo
ENSG00000074582	617	BCS1L	protein-coding
ENSG00000236824	618	BCYRN1	ncRNA
NA	619	BCYRN1P1	pseudo
NA	620	BCYRN1P2	pseudo
ENSG00000161267	622	BDH1	protein-coding
ENSG00000100739	623	BDKRB1	protein-coding
ENSG00000168398	624	BDKRB2	protein-coding
ENSG00000176697	627	BDNF	protein-coding
NA	628	BEVI	unknown
ENSG00000243649	629	CFB	protein-coding
ENSG00000125864	631	BFSP1	protein-coding
ENSG00000242252	632	BGLAP	protein-coding
ENSG00000182492	633	BGN	protein-coding
ENSG00000079385	634	CEACAM1	protein-coding
ENSG00000145692	635	BHMT	protein-coding
ENSG00000151746	636	BICD1	protein-coding
ENSG00000015475	637	BID	protein-coding
ENSG00000100290	638	BIK	protein-coding
ENSG00000057657	639	PRDM1	protein-coding
ENSG00000136573	640	BLK	protein-coding
ENSG00000197299	641	BLM	protein-coding
ENSG00000108578	642	BLMH	protein-coding
ENSG00000160683	643	CXCR5	protein-coding
ENSG00000106605	644	BLVRA	protein-coding
ENSG00000090013	645	BLVRB	protein-coding
ENSG00000169594	646	BNC1	protein-coding
ENSG00000168283	648	BMI1	protein-coding
ENSG00000168487	649	BMP1	protein-coding
ENSG00000125845	650	BMP2	protein-coding
ENSG00000152785	651	BMP3	protein-coding
ENSG00000125378	652	BMP4	protein-coding
ENSG00000112175	653	BMP5	protein-coding
ENSG00000153162	654	BMP6	protein-coding
ENSG00000101144	655	BMP7	protein-coding
ENSG00000116985	656	BMP8B	protein-coding
ENSG00000107779	657	BMPR1A	protein-coding
ENSG00000138696	658	BMPR1B	protein-coding
ENSG00000204217	659	BMPR2	protein-coding
ENSG00000102010	660	BMX	protein-coding
ENSG00000168495	661	POLR3D	protein-coding
ENSG00000113734	662	BNIP1	protein-coding
ENSG00000140299	663	BNIP2	protein-coding
ENSG00000176171	664	BNIP3	protein-coding
ENSG00000104765	665	BNIP3L	protein-coding
ENSG00000176720	666	BOK	protein-coding
ENSG00000151914	667	DST	protein-coding
ENSG00000183770	668	FOXL2	protein-coding
ENSG00000172331	669	BPGM	protein-coding
ENSG00000137274	670	BPHL	protein-coding
ENSG00000101425	671	BPI	protein-coding
ENSG00000012048	672	BRCA1	protein-coding
ENSG00000157764	673	BRAF	protein-coding
ENSG00000139618	675	BRCA2	protein-coding
ENSG00000137948	676	BRDT	protein-coding
ENSG00000185650	677	ZFP36L1	protein-coding
ENSG00000152518	678	ZFP36L2	protein-coding
ENSG00000102239	680	BRS3	protein-coding
ENSG00000172270	682	BSG	protein-coding
ENSG00000109743	683	BST1	protein-coding
ENSG00000130303	684	BST2	protein-coding
ENSG00000174808	685	BTC	protein-coding
ENSG00000169814	686	BTD	protein-coding
ENSG00000119138	687	KLF9	protein-coding
ENSG00000102554	688	KLF5	protein-coding
ENSG00000145741	689	BTF3	protein-coding
NA	690	BTF3P11	pseudo
NA	693	BTF3P1	pseudo
ENSG00000133639	694	BTG1	protein-coding
ENSG00000010671	695	BTK	protein-coding
ENSG00000124557	696	BTN1A1	protein-coding
NA	698	BTS1	unknown
ENSG00000169679	699	BUB1	protein-coding
NA	700	BVR1	other
ENSG00000156970	701	BUB1B	protein-coding
ENSG00000112578	705	BYSL	protein-coding
ENSG00000100300	706	TSPO	protein-coding
ENSG00000108561	708	C1QBP	protein-coding
ENSG00000149131	710	SERPING1	protein-coding
ENSG00000281708	711	ERC2-IT1	ncRNA
ENSG00000173372	712	C1QA	protein-coding
ENSG00000173369	713	C1QB	protein-coding
ENSG00000159189	714	C1QC	protein-coding
ENSG00000159403	715	C1R	protein-coding
ENSG00000182326	716	C1S	protein-coding
ENSG00000166278	717	C2	protein-coding
ENSG00000125730	718	C3	protein-coding
ENSG00000171860	719	C3AR1	protein-coding
ENSG00000244731	720	C4A	protein-coding
ENSG00000224389	721	C4B	protein-coding
ENSG00000123838	722	C4BPA	protein-coding
NA	724	C4BPAP2	pseudo
ENSG00000123843	725	C4BPB	protein-coding
ENSG00000149260	726	CAPN5	protein-coding
ENSG00000106804	727	C5	protein-coding
ENSG00000197405	728	C5AR1	protein-coding
ENSG00000039537	729	C6	protein-coding
ENSG00000112936	730	C7	protein-coding
ENSG00000157131	731	C8A	protein-coding
ENSG00000021852	732	C8B	protein-coding
ENSG00000176919	733	C8G	protein-coding
ENSG00000164823	734	OSGIN2	protein-coding
ENSG00000113600	735	C9	protein-coding
ENSG00000149823	738	VPS51	protein-coding
ENSG00000149792	740	MRPL49	protein-coding
ENSG00000174276	741	ZNHIT2	protein-coding
ENSG00000066382	744	MPPED2	protein-coding
ENSG00000124920	745	MYRF	protein-coding
ENSG00000134825	746	TMEM258	protein-coding
ENSG00000134780	747	DAGLA	protein-coding
ENSG00000221819	750	GAS8-AS1	ncRNA
ENSG00000184922	752	FMNL1	protein-coding
ENSG00000168675	753	LDLRAD4	protein-coding
ENSG00000183255	754	PTTG1IP	protein-coding
ENSG00000160226	755	C21orf2	protein-coding
ENSG00000142188	757	TMEM50B	protein-coding
ENSG00000186732	758	MPPED1	protein-coding
ENSG00000133742	759	CA1	protein-coding
ENSG00000104267	760	CA2	protein-coding
ENSG00000164879	761	CA3	protein-coding
ENSG00000167434	762	CA4	protein-coding
ENSG00000174990	763	CA5A	protein-coding
NA	764	CA5AP1	pseudo
ENSG00000131686	765	CA6	protein-coding
ENSG00000168748	766	CA7	protein-coding
ENSG00000178538	767	CA8	protein-coding
ENSG00000107159	768	CA9	protein-coding
ENSG00000063180	770	CA11	protein-coding
ENSG00000074410	771	CA12	protein-coding
NA	772	CACD	unknown
ENSG00000141837	773	CACNA1A	protein-coding
ENSG00000148408	774	CACNA1B	protein-coding
ENSG00000151067	775	CACNA1C	protein-coding
ENSG00000157388	776	CACNA1D	protein-coding
ENSG00000198216	777	CACNA1E	protein-coding
ENSG00000102001	778	CACNA1F	protein-coding
ENSG00000081248	779	CACNA1S	protein-coding
ENSG00000204580	780	DDR1	protein-coding
