ensembl_gene_id	gene_id	symbol	type
ENSRNOG00000026474	24240	Cad	protein-coding
ENSRNOG00000011130	24241	Calca	protein-coding
ENSRNOG00000004060	24242	Calm1	protein-coding
ENSRNOG00000016770	24244	Calm3	protein-coding
ENSRNOG00000052080	24245	Camk2b	protein-coding
ENSRNOG00000011589	24246	Camk2d	protein-coding
ENSRNOG00000002265	24247	Casr	protein-coding
ENSRNOG00000008364	24248	Cat	protein-coding
ENSRNOG00000004222	24249	S100g	protein-coding
ENSRNOG00000029528	24250	Cbs	protein-coding
ENSRNOG00000017874	24251	Cd53	protein-coding
ENSRNOG00000010918	24252	Cebpa	protein-coding
ENSRNOG00000057347	24253	Cebpb	protein-coding
ENSRNOG00000010406	24254	Cel	protein-coding
ENSRNOG00000055103	24255	Cftr	protein-coding
ENSRNOG00000038101	24256	Psg19	protein-coding
ENSRNOG00000042250	24257	Cgm4	protein-coding
ENSRNOG00000052549	24258	Chga	protein-coding
ENSRNOG00000021269	24259	Chgb	protein-coding
ENSRNOG00000049410	24260	Chrm3	protein-coding
ENSRNOG00000014698	24261	Chrnb1	protein-coding
NA	24263	Ciaa2	unknown
ENSRNOG00000010872	24264	Ckb	protein-coding
ENSRNOG00000016837	24265	Ckm	protein-coding
ENSRNOG00000001889	24267	Comt	protein-coding
ENSRNOG00000011913	24268	Cp	protein-coding
ENSRNOG00000010725	24269	Cpa1	protein-coding
ENSRNOG00000030904	24271	Cpb1	protein-coding
ENSRNOG00000047175	24273	Cryaa	protein-coding
NA	24274	Cryg@	other
ENSRNOG00000014950	24277	Crygc	protein-coding
ENSRNOG00000032219	24278	Crygd	protein-coding
NA	24279	Cryge	protein-coding
ENSRNOG00000055384	24282	Prl3d4	protein-coding
ENSRNOG00000017185	24283	Prl3b1	protein-coding
ENSRNOG00000055596	24284	Csn1s1	protein-coding
ENSRNOG00000019068	24291	Ctrb1	protein-coding
ENSRNOG00000030111	24294	Cyp11b2	protein-coding
ENSRNOG00000019500	24296	Cyp1a1	protein-coding
ENSRNOG00000016173	24297	Cyp1a2	protein-coding
ENSRNOG00000000428	24298	Cyp21a1	protein-coding
ENSRNOG00000020817	24299	Cyp2a3	protein-coding
ENSRNOG00000033680	24300	Cyp2b1	protein-coding
ENSRNOG00000029179	24303	Cyp2d3	protein-coding
ENSRNOG00000030154	24306	Cyp4a2	protein-coding
ENSRNOG00000055078	24307	Cyp4b1	protein-coding
ENSRNOG00000021027	24309	Dbp	protein-coding
ENSRNOG00000062101	24310	Ace	protein-coding
ENSRNOG00000004327	24311	Ddc	protein-coding
ENSRNOG00000013521	24312	Dhfr	protein-coding
ENSRNOG00000012772	24314	Nqo1	protein-coding
ENSRNOG00000017048	24315	Prl8a2	protein-coding
ENSRNOG00000023688	24316	Drd1	protein-coding
ENSRNOG00000008428	24318	Drd2	protein-coding
ENSRNOG00000014361	24323	Edn1	protein-coding
ENSRNOG00000009390	24324	Edn2	protein-coding
ENSRNOG00000012721	24326	Ednra	protein-coding
NA	24328	Ef1	protein-coding
ENSRNOG00000004332	24329	Egfr	protein-coding
ENSRNOG00000019422	24330	Egr1	protein-coding
ENSRNOG00000004725	24331	Cela1	protein-coding
ENSRNOG00000013628	24332	Cela2a	protein-coding
ENSRNOG00000017895	24333	Eno1	protein-coding
ENSRNOG00000013141	24334	Eno2	protein-coding
ENSRNOG00000001412	24335	Epo	protein-coding
ENSRNOG00000012619	24336	Epor	protein-coding
ENSRNOG00000006450	24337	Erbb2	protein-coding
ENSRNOG00000007865	24338	Ephb1	protein-coding
ENSRNOG00000015438	24346	Ces1c	protein-coding
ENSRNOG00000008941	24356	Ets1	protein-coding
ENSRNOG00000006675	24360	Fabp1	protein-coding
ENSRNOG00000016889	24361	Fancc	protein-coding
ENSRNOG00000017597	24362	Fbp1	protein-coding
ENSRNOG00000007092	24366	Fgb	protein-coding
ENSRNOG00000025074	24367	Fgg	protein-coding
ENSRNOG00000003653	24368	Fh	protein-coding
ENSRNOG00000047891	24370	Foxg1	protein-coding
ENSRNOG00000011631	24373	Fst	protein-coding
ENSRNOG00000009325	24375	Fuca1	protein-coding
ENSRNOG00000056728	24377	G6pd	protein-coding
ENSRNOG00000000007	24379	Gad1	protein-coding
ENSRNOG00000018200	24380	Gad2	protein-coding
ENSRNOG00000024563	24382	Ganc	protein-coding
ENSRNOG00000018630	24383	Gapdh	protein-coding
ENSRNOG00000003119	24384	Gc	protein-coding
ENSRNOG00000061527	24385	Gck	protein-coding
ENSRNOG00000002919	24387	Gfap	protein-coding
ENSRNOG00000002042	24388	Gfi1	protein-coding
ENSRNOG00000059461	24390	B4galt1	protein-coding
ENSRNOG00000011207	24391	Gh1	protein-coding
ENSRNOG00000000805	24392	Gja1	protein-coding
ENSRNOG00000003313	24397	Glra2	protein-coding
ENSRNOG00000056246	24398	Gls	protein-coding
ENSRNOG00000057367	24399	Glud1	protein-coding
ENSRNOG00000016638	24400	Gnb1	protein-coding
ENSRNOG00000016356	24401	Got1	protein-coding
NA	24404	Gpx1	protein-coding
ENSRNOG00000030910	24406	Grik4	protein-coding
ENSRNOG00000020310	24407	Grik5	protein-coding
ENSRNOG00000011726	24408	Grin1	protein-coding
ENSRNOG00000033942	24409	Grin2a	protein-coding
ENSRNOG00000008766	24410	Grin2b	protein-coding
ENSRNOG00000003280	24411	Grin2c	protein-coding
ENSRNOG00000021063	24412	Grin2d	protein-coding
NA	24413	Nr3c1	protein-coding
ENSRNOG00000014290	24414	Grm1	protein-coding
ENSRNOG00000013171	24415	Grm2	protein-coding
ENSRNOG00000005519	24416	Grm3	protein-coding
NA	24417	Grm4	protein-coding
ENSRNOG00000016429	24418	Grm5	protein-coding
ENSRNOG00000000233	24419	Grm6	protein-coding
ENSRNOG00000046271	24420	Gspt1	protein-coding
NA	24421	Gsta1	protein-coding
ENSRNOG00000029861	24422	Gsta2	protein-coding
ENSRNOG00000029726	24423	Gstm1	protein-coding
ENSRNOG00000018937	24424	Gstm2	protein-coding
ENSRNOG00000018237	24426	Gstp1	protein-coding
ENSRNOG00000000913	24434	Gusb	protein-coding
NA	24437	H1f0	protein-coding
ENSRNOG00000061863	24438	Hist1h1t	protein-coding
ENSRNOG00000014743	24439	Hagh	protein-coding
ENSRNOG00000058105	24440	Hbb	protein-coding
NA	24442	Hd	unknown
ENSRNOG00000010262	24443	Hdc	protein-coding
ENSRNOG00000007027	24446	Hgf	protein-coding
ENSRNOG00000007420	24448	Hrh1	protein-coding
ENSRNOG00000019120	24450	Hmgcs2	protein-coding
ENSRNOG00000014117	24451	Hmox1	protein-coding
ENSRNOG00000007585	24457	Hoxb8	protein-coding
ENSRNOG00000016613	24459	Hoxc4	protein-coding
ENSRNOG00000028619	24460	Hoxc8	protein-coding
ENSRNOG00000014964	24464	Hp	protein-coding
ENSRNOG00000048561	24465	Hprt1	protein-coding
ENSRNOG00000034066	24468	Hspa8	protein-coding
ENSRNOG00000019417	24470	Hsd3b5	protein-coding
ENSRNOG00000023546	24471	Hspb1	protein-coding
ENSRNOG00000050647	24472	Hspa1a	protein-coding
ENSRNOG00000010254	24473	Htr1a	protein-coding
ENSRNOG00000012417	24476	Iapp	protein-coding
ENSRNOG00000002158	24477	Ibsp	protein-coding
ENSRNOG00000015020	24479	Idh1	protein-coding
ENSRNOG00000006268	24481	Ifnb1	protein-coding
ENSRNOG00000004517	24482	Igf1	protein-coding
ENSRNOG00000020369	24483	Igf2	protein-coding
ENSRNOG00000061910	24484	Igfbp3	protein-coding
NA	24485	Igh@	protein-coding
NA	24491	Igkc	other
NA	24492	Igl	protein-coding
ENSRNOG00000004575	24493	Il1a	protein-coding
ENSRNOG00000004649	24494	Il1b	protein-coding
ENSRNOG00000026786	24495	Il3	protein-coding
ENSRNOG00000008111	24497	Il5	protein-coding
ENSRNOG00000010278	24498	Il6	protein-coding
ENSRNOG00000020811	24499	Il6r	protein-coding
ENSRNOG00000020630	24500	Il9r	protein-coding
ENSRNOG00000020248	24503	Ina	protein-coding
ENSRNOG00000020097	24504	Inha	protein-coding
ENSRNOG00000012052	24505	Ins1	protein-coding
ENSRNOG00000020405	24506	Ins2	protein-coding
ENSRNOG00000008144	24508	Irf1	protein-coding
ENSRNOG00000010966	24511	Itgb1	protein-coding
ENSRNOG00000009421	24513	Ivd	protein-coding
ENSRNOG00000059968	24514	Jak2	protein-coding
ENSRNOG00000026293	24516	Jun	protein-coding
ENSRNOG00000042838	24517	Junb	protein-coding
ENSRNOG00000019568	24518	Jund	protein-coding
ENSRNOG00000019750	24520	Kcna1	protein-coding
ENSRNOG00000059005	24521	Kcnj1	protein-coding
ENSRNOG00000003634	24522	Zfp354a	protein-coding
ENSRNOG00000032857	24523	Klk1	protein-coding
ENSRNOG00000009338	24525	Kras	protein-coding
ENSRNOG00000010811	24528	Lalba	protein-coding
ENSRNOG00000019573	24530	Lcat	protein-coding
ENSRNOG00000013009	24533	Ldha	protein-coding
ENSRNOG00000013000	24534	Ldhb	protein-coding
NA	24536	Lepr	protein-coding
ENSRNOG00000060338	24538	Lipc	protein-coding
ENSRNOG00000012181	24539	Lpl	protein-coding
NA	24540	Lre3	other
ENSRNOG00000009005	24546	Slco2a1	protein-coding
ENSRNOG00000016516	24547	Mbp	protein-coding
ENSRNOG00000011706	24548	Mbl1	protein-coding
ENSRNOG00000008103	24551	Mdh1	protein-coding
ENSRNOG00000009715	24552	Me1	protein-coding
ENSRNOG00000052745	24553	Met	protein-coding
NA	24555	Mlvi2	other
ENSRNOG00000000775	24558	Mog	protein-coding
ENSRNOG00000008567	24559	Mos	protein-coding
ENSRNOG00000002141	24560	Cd200	protein-coding
ENSRNOG00000020571	24561	Mpg	protein-coding
ENSRNOG00000003171	24564	Mpz	protein-coding
ENSRNOG00000022305	24565	Abcc1	protein-coding
ENSRNOG00000019680	24566	Mst1	protein-coding
NA	24567	Mt1	protein-coding
NA	24568	Mt1-ps1	pseudo
NA	24569	Mt1-ps2	pseudo
ENSRNOG00000020539	24571	Muc1	protein-coding
NA	24572	Muc2	protein-coding
NA	24574	Mup1	protein-coding
ENSRNOG00000001959	24575	Mx1	protein-coding
NA	24577	Myc	protein-coding
ENSRNOG00000003085	24581	Mycs	protein-coding
ENSRNOG00000057880	24582	Myh11	protein-coding
ENSRNOG00000046276	24583	Myh3	protein-coding
ENSRNOG00000017645	24584	Mylpf	protein-coding
ENSRNOG00000020955	24585	Myl3	protein-coding
ENSRNOG00000031890	24586	Ncam1	protein-coding
ENSRNOG00000008716	24587	Nefh	protein-coding
NA	24588	Nefm	protein-coding
ENSRNOG00000009514	24590	Mme	protein-coding
ENSRNOG00000032942	24591	Neu1	protein-coding
ENSRNOG00000013780	24592	Nf1	protein-coding
ENSRNOG00000032857	24594	Klk1b3	protein-coding
ENSRNOG00000005392	24596	Ngfr	protein-coding
ENSRNOG00000001130	24598	Nos1	protein-coding
ENSRNOG00000057443	24599	Nos2	protein-coding
ENSRNOG00000009348	24600	Nos3	protein-coding
ENSRNOG00000008176	24602	Nppa	protein-coding
ENSRNOG00000014684	24603	Npr1	protein-coding
ENSRNOG00000009768	24604	Npy	protein-coding
ENSRNOG00000023079	24605	Nras	protein-coding
ENSRNOG00000005424	24609	Odc1	protein-coding
ENSRNOG00000006578	24610	Odf1	protein-coding
ENSRNOG00000010440	24611	Gnal	protein-coding
NA	24612	Omp	protein-coding
ENSRNOG00000010531	24613	Oprd1	protein-coding
ENSRNOG00000007886	24614	Orm1	protein-coding
ENSRNOG00000011821	24615	S100a4	protein-coding
ENSRNOG00000004302	24616	Pah	protein-coding
ENSRNOG00000001414	24617	Serpine1	protein-coding
ENSRNOG00000006151	24618	Reg3b	protein-coding
ENSRNOG00000006579	24620	Reg3g	protein-coding
ENSRNOG00000015869	24624	Pccb	protein-coding
ENSRNOG00000005905	24626	Pde4b	protein-coding
ENSRNOG00000042536	24627	Pde4d	protein-coding
ENSRNOG00000017197	24628	Pdgfb	protein-coding
ENSRNOG00000018461	24629	Pdgfrb	protein-coding
ENSRNOG00000046548	24631	Rhox5	protein-coding
ENSRNOG00000000165	24638	Pfkfb1	protein-coding
ENSRNOG00000004162	24640	Pfkfb2	protein-coding
NA	24641	Flg	protein-coding
ENSRNOG00000050585	24642	Pgam1	protein-coding
ENSRNOG00000058249	24644	Pgk1	protein-coding
ENSRNOG00000009889	24645	Pgm1	protein-coding
ENSRNOG00000008012	24646	Abcb1b	protein-coding
NA	24647	Pgy4	protein-coding
ENSRNOG00000032669	24648	Serpina1	protein-coding
ENSRNOG00000000529	24649	Pim1	protein-coding
ENSRNOG00000010771	24650	Pkd1	protein-coding
ENSRNOG00000020420	24651	Pklr	protein-coding
ENSRNOG00000002657	24653	Pla2g4a	protein-coding
ENSRNOG00000004810	24654	Plcb1	protein-coding
ENSRNOG00000032238	24655	Plcd1	protein-coding
ENSRNOG00000016436	24656	Prl4a1	protein-coding
ENSRNOG00000017089	24657	Prl6a1	protein-coding
ENSRNOG00000004632	24659	Pmch	protein-coding
ENSRNOG00000003338	24660	Pmp22	protein-coding
ENSRNOG00000046057	24661	Pnmt	protein-coding
ENSRNOG00000012686	24664	Pomc	protein-coding
ENSRNOG00000005916	24666	Ppm1a	protein-coding
ENSRNOG00000030667	24667	Ppm1b	protein-coding
ENSRNOG00000018708	24668	Ppp1ca	protein-coding
ENSRNOG00000001269	24669	Ppp1cc	protein-coding
ENSRNOG00000005389	24672	Ppp2ca	protein-coding
ENSRNOG00000015182	24673	Ppp2cb	protein-coding
ENSRNOG00000009882	24674	Ppp3ca	protein-coding
ENSRNOG00000054782	24675	Ppp3cb	protein-coding
ENSRNOG00000020874	24677	Ppy	protein-coding
ENSRNOG00000000811	24678	Pkib	protein-coding
ENSRNOG00000009079	24679	Prkar2b	protein-coding
ENSRNOG00000003491	24680	Prkca	protein-coding
ENSRNOG00000054371	24681	Prkcg	protein-coding
ENSRNOG00000017374	24683	Prl	protein-coding
ENSRNOG00000057557	24684	Prlr	protein-coding
ENSRNOG00000002532	24685	Prm1	protein-coding
ENSRNOG00000021259	24686	Prnp	protein-coding
ENSRNOG00000028983	24687	Prp15	protein-coding
ENSRNOG00000052880	24688	Prph	protein-coding
ENSRNOG00000004160	24689	Prps2	protein-coding
ENSRNOG00000032156	24691	Prss1	protein-coding
ENSRNOG00000007415	24693	Ptgs1	protein-coding
ENSRNOG00000014318	24694	Pth	protein-coding
NA	24695	Pthlh	protein-coding
ENSRNOG00000010574	24697	Ptpn1	protein-coding
ENSRNOG00000000655	24699	Ptprc	protein-coding
ENSRNOG00000021090	24701	Pygm	protein-coding
ENSRNOG00000010153	24703	Raf1	protein-coding
ENSRNOG00000009972	24705	Rara	protein-coding
ENSRNOG00000024061	24706	Rarb	protein-coding
ENSRNOG00000016029	24708	Rb1	protein-coding
ENSRNOG00000013932	24710	Rbp2	protein-coding
ENSRNOG00000051911	24711	Rbp3	protein-coding
ENSRNOG00000006486	24714	Reg1a	protein-coding
ENSRNOG00000002937	24715	Ren	protein-coding
ENSRNOG00000014751	24716	Ret	protein-coding
ENSRNOG00000011144	24717	Rho	protein-coding
ENSRNOG00000021441	24718	Reln	protein-coding
NA	24719	Rn5sp	pseudo
ENSRNOG00000050259	24720	Rn5s	rRNA
NA	24723	Rn45s	rRNA
NA	24737	RT1-EC2	protein-coding
NA	24738	RT1-B	protein-coding
ENSRNOG00000000763	24747	RT1-M3-1	protein-coding
NA	24748	RT1-N1	protein-coding
ENSRNOG00000000795	24750	RT1-N3	protein-coding
NA	24751	RT1-O1	protein-coding
ENSRNOG00000032246	24763	Acsm3	protein-coding
ENSRNOG00000015055	24765	Scg2	protein-coding
ENSRNOG00000005018	24766	Scn2a	protein-coding
ENSRNOG00000030981	24767	Scnn1b	protein-coding
ENSRNOG00000017842	24768	Scnn1g	protein-coding
ENSRNOG00000017873	24769	Sct	protein-coding
ENSRNOG00000007159	24770	Ccl2	protein-coding
ENSRNOG00000014297	24771	Sdc4	protein-coding
ENSRNOG00000013589	24772	Cxcl12	protein-coding
ENSRNOG00000011438	24773	Sftpa1	protein-coding
ENSRNOG00000011357	24775	Shbg	protein-coding
ENSRNOG00000005794	24777	Slc10a1	protein-coding
ENSRNOG00000007284	24778	Slc2a1	protein-coding
ENSRNOG00000020951	24779	Slc4a1	protein-coding
ENSRNOG00000014347	24780	Slc4a2	protein-coding
ENSRNOG00000020138	24781	Slc4a3	protein-coding
ENSRNOG00000007982	24782	Slc9a1	protein-coding
ENSRNOG00000015567	24783	Slc9a2	protein-coding
ENSRNOG00000015159	24784	Slc9a3	protein-coding
ENSRNOG00000015306	24785	Slc9a4	protein-coding
ENSRNOG00000002115	24786	Sod1	protein-coding
ENSRNOG00000019048	24787	Sod2	protein-coding
ENSRNOG00000017291	24788	Sord	protein-coding
ENSRNOG00000014084	24790	Sp1	protein-coding
ENSRNOG00000012840	24791	Sparc	protein-coding
ENSRNOG00000023856	24792	Agxt	protein-coding
ENSRNOG00000010410	24794	Serpina3c	protein-coding
ENSRNOG00000010478	24795	Serpina3n	protein-coding
ENSRNOG00000036711	24796	Spn	protein-coding
ENSRNOG00000001837	24797	Sst	protein-coding
ENSRNOG00000012477	24799	Eef1a2	protein-coding
ENSRNOG00000032487	24800	Sts	protein-coding
ENSRNOG00000046558	24802	Svs4	protein-coding
ENSRNOG00000006989	24803	Vamp2	protein-coding
ENSRNOG00000059720	24804	Syp	protein-coding
ENSRNOG00000004756	24805	Syt2	protein-coding
ENSRNOG00000007374	24806	Tac1	protein-coding
ENSRNOG00000005853	24807	Tacr1	protein-coding
ENSRNOG00000009372	24808	Tacr3	protein-coding
ENSRNOG00000000457	24811	Tap1	protein-coding
ENSRNOG00000000455	24812	Tap2	protein-coding
ENSRNOG00000016348	24813	Tat	protein-coding
ENSRNOG00000020585	24816	Tbxa2r	protein-coding
ENSRNOG00000001183	24817	Hnf1a	protein-coding
ENSRNOG00000014160	24818	Tcp1	protein-coding
NA	24820	Tcrb	protein-coding
NA	24821	Trg	protein-coding
ENSRNOG00000055579	24822	Tmbim6	protein-coding
ENSRNOG00000030625	24825	Tf	protein-coding
ENSRNOG00000006104	24826	Tg	protein-coding
ENSRNOG00000016182	24827	Tgfa	protein-coding
ENSRNOG00000048122	24828	Hist1h2aa	protein-coding
ENSRNOG00000016865	24829	Hist1h2ba	protein-coding
ENSRNOG00000006649	24831	Thrb	protein-coding
ENSRNOG00000006604	24832	Thy1	protein-coding
ENSRNOG00000013464	24833	Spink3	protein-coding
ENSRNOG00000047314	24834	Tk1	protein-coding
ENSRNOG00000055156	24835	Tnf	protein-coding
ENSRNOG00000033734	24837	Tnnt2	protein-coding
ENSRNOG00000020332	24838	Tnnt3	protein-coding
ENSRNOG00000017611	24839	Tnp1	protein-coding
ENSRNOG00000002566	24840	Tnp2	protein-coding
ENSRNOG00000029237	24841	Klk1c2	protein-coding
ENSRNOG00000010756	24842	Tp53	protein-coding
NA	24847	Tpe1	protein-coding
ENSRNOG00000011672	24848	Tph1	protein-coding
ENSRNOG00000015290	24849	Tpi1	protein-coding
ENSRNOG00000018184	24851	Tpm1	protein-coding
ENSRNOG00000015496	24852	Tpm4	protein-coding
NA	24853	Trnan1	tRNA
ENSRNOG00000016460	24854	Clu	protein-coding
ENSRNOG00000011375	24855	Tsc2	protein-coding
ENSRNOG00000016275	24856	Ttr	protein-coding
ENSRNOG00000003580	24860	Ucp1	protein-coding
ENSRNOG00000018740	24861	Ugt1a1	protein-coding
NA	24862	Ugt2b	protein-coding
ENSRNOG00000014492	24864	Pgc	protein-coding
ENSRNOG00000001942	24867	Smr3b	protein-coding
ENSRNOG00000054420	24873	Vdr	protein-coding
ENSRNOG00000010258	24874	Vhl	protein-coding
NA	24875	Vipr1	protein-coding
ENSRNOG00000005345	24877	Vsnl1	protein-coding
ENSRNOG00000061818	24881	Wnt1	protein-coding
ENSRNOG00000003845	24882	Wnt3	protein-coding
ENSRNOG00000013074	24883	Wt1	protein-coding
ENSRNOG00000037227	24884	Yes1	protein-coding
ENSRNOG00000007918	24886	Tbxas1	protein-coding
ENSRNOG00000020876	24887	Bax	protein-coding
ENSRNOG00000007946	24888	Bcl2l1	protein-coding
ENSRNOG00000043124	24889	Cckar	protein-coding
ENSRNOG00000019358	24890	Esr1	protein-coding
ENSRNOG00000008012	24891	Abcb4	protein-coding
NA	24892	Pgy2	protein-coding
ENSRNOG00000020817	24894	Cyp2a1	protein-coding
NA	24895	Cyp2a2	protein-coding
ENSRNOG00000025889	24896	Gnas	protein-coding
ENSRNOG00000017302	24898	Slc6a3	protein-coding
ENSRNOG00000009326	24899	Smcp	protein-coding
ENSRNOG00000047986	24902	Sult2a6	protein-coding
NA	24903	Kng2	protein-coding
ENSRNOG00000016337	24904	Slc22a1	protein-coding
ENSRNOG00000002820	24906	LOC24906	protein-coding
ENSRNOG00000046366	24907	Dmd	protein-coding
ENSRNOG00000004006	24908	Dnajb9	protein-coding
ENSRNOG00000047986	24912	Sult2a1	protein-coding
ENSRNOG00000021206	24913	Pla2g16	protein-coding
ENSRNOG00000014426	24914	Lox	protein-coding
ENSRNOG00000050794	24915	Pdlim4	protein-coding
ENSRNOG00000002364	24916	Rnf112	protein-coding
ENSRNOG00000009275	24917	Kpnb1	protein-coding
ENSRNOG00000019496	24918	Stat5a	protein-coding
ENSRNOG00000004339	24919	Yy1	protein-coding
ENSRNOG00000060599	24922	Gabrb3	protein-coding
ENSRNOG00000019193	24923	Stx1b	protein-coding
ENSRNOG00000011946	24924	Ptn	protein-coding
ENSRNOG00000017002	24925	Adrb1	protein-coding
ENSRNOG00000027607	24926	Ceacam3	protein-coding
ENSRNOG00000010325	24929	Ptger3	protein-coding
ENSRNOG00000007178	24930	Cd8a	protein-coding
ENSRNOG00000007129	24931	Cd8b	protein-coding
ENSRNOG00000016294	24932	Cd4	protein-coding
ENSRNOG00000053772	24933	Klra22	protein-coding
ENSRNOG00000061739	24934	Klrk1	protein-coding
ENSRNOG00000019556	24936	Cd9	protein-coding
ENSRNOG00000005858	24937	Kap	protein-coding
ENSRNOG00000004124	24938	Grpr	protein-coding
ENSRNOG00000061367	24941	Atp7a	protein-coding
ENSRNOG00000000161	24942	Chm	protein-coding
ENSRNOG00000002419	24943	Plp1	protein-coding
ENSRNOG00000000164	24944	Lamp2	protein-coding
ENSRNOG00000003430	24946	F9	protein-coding
ENSRNOG00000056558	24947	Gabra3	protein-coding
ENSRNOG00000057464	24948	Fmr1	protein-coding
ENSRNOG00000010365	24949	Syn1	protein-coding
ENSRNOG00000017601	24950	Srd5a1	protein-coding
ENSRNOG00000005498	24952	Gcg	protein-coding
ENSRNOG00000036692	24953	Gcgr	protein-coding
ENSRNOG00000029986	24954	Insr	protein-coding
ENSRNOG00000049560	24957	Glul	protein-coding
ENSRNOG00000013532	24959	Pgam2	protein-coding
ENSRNOG00000010658	24962	Cth	protein-coding
ENSRNOG00000047966	24963	Hspa1l	protein-coding
ENSRNOG00000000459	24967	Psmb9	protein-coding
ENSRNOG00000000456	24968	Psmb8	protein-coding
ENSRNOG00000038999	24973	RT1-A1	protein-coding
ENSRNOG00000030712	24974	RT1-A2	protein-coding
NA	24977	RT1-Cl	protein-coding
ENSRNOG00000030431	24981	RT1-Db2	protein-coding
ENSRNOG00000026762	24984	RT1-DOa	protein-coding
ENSRNOG00000026669	24986	RT1-Ha	protein-coding
ENSRNOG00000049590	24988	RT1-M2	protein-coding
ENSRNOG00000029001	24994	RT1-S2	protein-coding
ENSRNOG00000050658	25007	Tacr2	protein-coding
ENSRNOG00000000838	25008	Lta	protein-coding
ENSRNOG00000000867	25009	Vars	protein-coding
ENSRNOG00000020305	25010	Scgb2a1	protein-coding
ENSRNOG00000047945	25011	Cyp2c12	protein-coding
NA	25012	Snap25	protein-coding
ENSRNOG00000013776	25013	Semg1	protein-coding
ENSRNOG00000007862	25014	Acat1	protein-coding
ENSRNOG00000058866	25017	Myo5a	protein-coding
ENSRNOG00000006392	25019	Xrcc6	protein-coding
ENSRNOG00000019728	25021	Itgam	protein-coding
ENSRNOG00000016374	25022	Fgfr2	protein-coding
ENSRNOG00000012061	25023	Prkcb	protein-coding
ENSRNOG00000015860	25024	Gipr	protein-coding
NA	25025	Nras-ps1	pseudo
ENSRNOG00000027030	25026	Adm	protein-coding
ENSRNOG00000019996	25027	Slc16a1	protein-coding
ENSRNOG00000018656	25028	Ampd1	protein-coding
ENSRNOG00000054695	25029	Calcrl	protein-coding
ENSRNOG00000031840	25030	Andpro	protein-coding
ENSRNOG00000033119	25031	Plcb4	protein-coding
ENSRNOG00000048145	25033	Sstr1	protein-coding
ENSRNOG00000009592	25035	Cyb5r3	protein-coding
NA	25036	Scn2x	protein-coding
