gene_id	symbol	chr	start.pos	end.pos	pos
135924	OR9A2	7	143026158	143027195	1375.030461
23484	LEPROTL1	8	30095398	30177208	1421.445674
6117	RPA1	17	1829702	1900082	2492.610264
51808	PHAX	5	126600268	126627252	1006.260333
1237	CCR8	3	39329706	39333511	530.479657
3163	HMOX2	16	4474690	4510347	2404.916907
55798	METTL2B	7	128476729	128506602	1360.481032
92291	CAPN13	2	30722771	30820542	279.679193
28971	AAMDC	11	77821109	77918432	1886.50216
203523	ZNF449	X	135344796	135363152	3010.346318
84166	NLRC5	16	56989485	57083531	2457.431702
10382	TUBB4A	19	6494319	6502848	2660.905607
346517	OR6V1	7	143052320	143053347	1375.056623
9720	CCDC144A	17	16689537	16777881	2507.470099
6637	SNRPG	2	70281362	70293771	319.237784
1824	DSC2	18	31058840	31102522	2605.096843
5304	PIP	7	143132077	143139746	1375.13638
1385	CREB1	2	207529737	207603431	456.486159
3422	IDI1	10	1039152	1049170	1675.922781
399668	SMIM10L2A	X	135421943	135428074	3010.423465
203522	INTS6L	X	135520643	135582510	3010.522165
7379	UPK2	11	118925164	118958559	1927.606215
10331	B3GNT3	19	17794828	17813082	2672.206116
24145	PANX1	11	94128928	94181972	1902.809979
389320	TEX43	5	126631722	126636287	1006.291787
425054	VCX3B	X	8464830	8466510	2883.466352
390443	RNASE9	14	20556093	20560931	2211.963403
259285	TAS2R39	7	143183419	143184435	1375.187722
283149	BCL9L	11	118893875	118925608	1927.574926
114826	SMYD4	17	1779485	1830634	2492.560047
1374	CPT1A	11	68754620	68844410	1877.435671
27151	CPAMD8	19	16892947	17026815	2671.304235
90134	KCNH7	2	162371407	162838730	411.327829
79549	OR6J1	14	22630929	22644352	2214.038239
91734	IDI2	10	1018907	1025859	1675.902536
4669	NAGLU	17	42536172	42544449	2533.316734
4771	NF2	22	29603556	29698598	2853.78661
23531	MMD	17	55392613	55421992	2546.173175
57148	RALGAPB	20	38472816	38578861	2751.50172
5018	OXA1L	14	22766522	22773041	2214.173832
55267	PRR34	22	46049478	46054144	2870.232532
157570	ESCO2	8	27771949	27812640	1419.122225
23560	GTPBP4	10	988019	1019936	1675.871648
643	CXCR5	11	118883766	118897799	1927.564817
4947	OAZ2	15	64687573	64703281	2363.138601
9368	SLC9A3R1	17	74748652	74769353	2565.529214
2564	GABRE	X	151953124	151974680	3026.954646
92105	INTS4	11	77878720	77994678	1886.559771
3292	HSD17B1	17	42549214	42555213	2533.329776
9646	CTR9	11	10750987	10801625	1819.432038
391	RHOG	11	3826978	3840983	1812.508029
23370	ARHGEF18	19	7395113	7472477	2661.806401
345557	PLCXD3	5	41306954	41510628	920.967019
29855	UBN1	16	4846665	4882360	2405.288882
26224	FBXL3	13	76992598	77027195	2154.03558
7054	TH	11	2163929	2171877	1810.84498
11235	PDCD10	3	167683298	167734939	658.833249
399939	TRIM49D1	11	89911111	89921767	1898.592162
128989	TANGO2	22	20017014	20065926	2844.200068
5747	PTK2	8	140657900	141002216	1532.008176
9229	DLGAP1	18	3496032	4455335	2577.534035
326624	RAB37	17	74670578	74747335	2565.45114
255403	ZNF718	4	124480	202303	689.56999
84572	GNPTG	16	1351923	1364113	2401.79414
23077	MYCBP2	13	77044655	77327050	2154.087637
80347	COASY	17	42561467	42566277	2533.342029
440145	MZT1	13	72708357	72727687	2149.751339
137392	FAM92A	8	93698561	93731527	1485.048837
123355	LRRC28	15	99251362	99390729	2397.70239
1820	ARID3A	19	925781	975934	2655.337069
7539	ZFP37	9	113038380	113056759	1649.527292
8379	MAD1L1	7	1815793	2233243	1233.820096
136991	ASZ1	7	117363222	117428123	1349.367525
22894	DIS3	13	72752169	72782096	2149.795151
55246	CCDC25	8	27733311	27772653	1419.083587
83715	ESPN	1	6424776	6461367	6.424776
1982	EIF4G2	11	10797050	10809110	1819.478101
56829	ZC3HAV1	7	139043520	139109719	1371.047823
100132565	GOLGA8F	15	28378621	28392018	2326.829649
5780	PTPN9	15	75463251	75579289	2373.914279
150159	SLC9B1	4	102885048	103019739	792.330558
729384	TRIM49D2	11	89924064	89933063	1898.605115
246100	CTAG1A	X	154585143	154586821	3029.586665
1823	DSC1	18	31129236	31162856	2605.167239
5660	PSAP	10	71816298	71851375	1746.699927
1016	CDH18	5	19472951	20575873	899.133016
391712	TRIM61	4	164954446	164977668	854.399956
152756	FAM218A	4	164956948	164959122	854.402458
727857	BHLHA9	17	1270559	1271460	2492.051121
64800	EFCAB6	22	43528744	43812337	2867.711798
6521	SLC4A1	17	44248385	44268141	2535.028947
170371	TMEM273	10	49154725	49188585	1724.038354
117248	GALNT15	3	16174649	16231992	507.3246
115939	TSR3	16	1349240	1351911	2401.791457
50506	DUOX2	15	45092650	45114344	2343.543678
9002	F2RL3	19	16888860	16892606	2671.300148
3640	INSL3	19	17816512	17821574	2672.2278
23020	SNRNP200	2	96274336	96305515	345.230758
6224	RPS20	8	56067295	56074581	1447.417571
8566	PDXK	21	43719094	43762307	2821.192165
105372824	PDXK	21	43719094	43762307	2821.192165
259286	TAS2R40	7	143222037	143223079	1375.22634
1412	CRYBA2	2	218990189	218993421	467.946611
4709	NDUFB3	2	201071433	201085750	450.027855
128272	ARHGEF19	1	16197854	16212609	16.197854
10073	SNUPN	15	75598083	75626469	2374.049111
8938	BAIAP3	16	1333601	1349441	2401.775818
84656	GLYR1	16	4803203	4847342	2405.24542
57449	PLEKHG5	1	6466092	6520061	6.466092
55857	KIZ	20	21125983	21246622	2734.154887
122651	RNASE11	14	20583559	20609884	2211.990869
4999	ORC2	2	200908973	200963680	449.865395
81550	TDRD3	13	60396457	60573878	2137.439439
255101	CFAP65	2	219002846	219041527	467.959268
55296	TBC1D19	4	26576437	26755351	716.021947
6783	SULT1E1	4	69841212	69860152	759.286722
53905	DUOX1	15	45129933	45165576	2343.580961
4913	NTHL1	16	2039815	2047866	2402.482032
226		16	30053090	30070420	2430.495307
493901	RNASE12	14	20590193	20590823	2211.997503
58525	WIZ	19	15419980	15449951	2669.831268
90379	DCAF15	19	13952492	13961449	2668.36378
84365	NIFK	2	121726945	121736923	370.683367
11326	VSIG4	X	66021738	66040125	2941.02326
57407	NMRAL1	16	4461680	4495763	2404.903897
118461	C10orf71	10	49299193	49327487	1724.182822
79883	PODNL1	19	13931187	13953392	2668.342475
644168	DRGX	10	49364181	49396016	1724.24781
10464	PIBF1	13	72782059	73016461	2149.825041
3750	KCND1	X	48961378	48971569	2923.9629
4303	FOXO4	X	71096197	71103535	2946.097719
51657	STYXL1	7	75996338	76048004	1308.000641
8723	SNX4	3	125446644	125520197	616.596595
11273	ATXN2L	16	28823035	28837237	2429.265252
286753	TRARG1	17	1279663	1300987	2492.060225
389677	RBM12B	8	93729356	93741017	1485.079632
4052	LTBP1	2	32946972	33399509	281.903394
5310	PKD1	16	2088710	2135898	2402.530927
493856	CISD2	4	102868974	102892807	792.314484
54976	C20orf27	20	3753508	3768387	2716.782412
285172	FAM126B	2	200973718	201071671	449.93014
3561	IL2RG	X	71107404	71112108	2946.108926
55872	PBK	8	27809620	27838095	1419.159896
4852	NPY	7	24284163	24291865	1256.288466
1485	CTAG1B	X	154617609	154619282	3029.619131
728215	FAM155A	13	107163510	107866735	2184.206492
136	ADORA2B	17	15944917	15975746	2506.725479
148254	ZNF555	19	2841435	2860484	2657.252723
91584	PLXNA4	7	132123332	132648688	1364.127635
6424	SFRP4	7	37905932	38025695	1269.910235
9942	XYLB	3	38346760	38421348	529.496711
84285	EIF1AD	11	65996545	66002176	1874.677596
51569	UFM1	13	38349849	38363619	2115.392831
1373	CPS1	2	210477682	210679107	459.434104
84908	FAM136A	2	70295975	70302090	319.252397
79866	BORA	13	72727749	72756198	2149.770731
3730	ANOS1	X	8528874	8732186	2883.530396
3718	JAK3	19	17824780	17848071	2672.236068
200424	TET3	2	73986404	74108176	322.942826
54749	EPDR1	7	37683843	37951941	1269.688146
84326	METTL26	16	634427	636366	2401.076644
158830	CXorf65	X	71103889	71106788	2946.105411
26281	FGF20	8	16992169	17002181	1408.342445
51272	BET1L	11	167784	207428	1808.848835
390205	LRRC10B	11	61508800	61511018	1870.189851
185	AGTR1	3	148697784	148743008	639.847735
27152	INTU	4	127623271	127726737	817.068781
115201	ATG4A	X	108091668	108154671	2983.09319
353345	GPR141	7	37683796	37833788	1269.688099
308	ANXA5	4	121667955	121697113	811.113465
51314	NME8	7	37848597	37900401	1269.8529
6688	SPI1	11	47354860	47378576	1856.035911
10913	EDAR	2	108894471	108989372	357.850893
146722	CD300LF	17	74694311	74712978	2565.474873
1203	CLN5	13	76990660	77019143	2154.033642
55435	AP1AR	4	112231737	112270047	801.677247
23095	KIF1B	1	10210805	10381603	10.210805
3981	LIG4	13	108207439	108218368	2185.250421
4255	MGMT	10	129467184	129768007	1804.350813
22827	PUF60	8	143816344	143829859	1535.16662
56951	C5orf15	5	133955502	133968787	1013.615567
489	ATP2A3	17	3923870	3964464	2494.704432
147199	SCGB1C1	11	193080	194573	1808.874131
285423	IQCM	4	149351903	149896233	838.797413
85463	ZC3H12C	11	110093361	110171841	1918.774412
120146	TRIM64	11	89968502	89975228	1898.649553
116369	SLC26A8	6	35943514	36024868	1097.141838
113746	ODF3	11	196738	200261	1808.877789
26073	POLDIP2	17	28347177	28357522	2519.127739
1004	CDH6	5	31193750	31329146	910.853815
345222	MSANTD1	4	3244369	3271738	692.689879
164312	LRRN4	20	6040778	6054049	2719.069682
55273	TMEM100	17	55719627	55732121	2546.500189
2010	EMD	X	154379197	154381523	3029.380719
3209	HOXA13	7	27193503	27200106	1259.197806
51084	CRYL1	13	20403666	20525873	2097.446648
317754	POTED	21	13609858	13641585	2791.082929
5962	RDX	11	109864295	110296722	1918.545346
5118	PCOLCE	7	100602177	100608175	1332.60648
10564	ARFGEF2	20	48921890	49036693	2761.950794
3554	IL1R1	2	102064544	102179874	351.020966
390243	IZUMO1R	11	94305592	94307721	1902.986643
51312	SLC25A37	8	23528805	23575463	1414.879081
7126	TNFAIP1	17	28335602	28347009	2519.116164
8815	BANF1	11	66002079	66004149	1874.68313
100316904	SAP25	7	100572228	100573820	1332.576531
120103	SLC36A4	11	93144171	93197964	1901.825222
388272	C16orf87	16	46796607	46831411	2447.238824
117245	HRASLS5	11	63461404	63491194	1872.142455
130576	LYPD6B	2	149038107	149215262	397.994529
26261	FBXO24	7	100583982	100601117	1332.588285
3840	KPNA4	3	160494995	160565588	651.644946
60675	PROK2	3	71771656	71785206	562.921607
2118	ETV4	17	43527844	43579620	2534.308406
10752	CHL1	3	196596	409417	491.346547
10888	GPR83	11	94377311	94401419	1903.058362
84659	RNASE7	14	21042226	21044234	2212.449536
2128	EVX1	7	27242700	27250493	1259.247003
79576	NKAP	X	119920672	119943772	2994.922194
65975	STK33	11	8391868	8594289	1817.072919
51222	ZNF219	14	21090046	21104722	2212.497356
4824	NKX3-1	8	23678693	23682927	1415.028969
8644	AKR1C3	10	5035354	5107686	1679.918983
5789	PTPRD	9	8314246	10612723	1544.803158
4902	NRTN	19	5823802	5828324	2660.23509
29106	SCG3	15	51681353	51721031	2350.132381
158798	AKAP14	X	119895837	119920716	2994.897359
55366	LGR4	11	27365961	27472775	1836.047012
653550	TP53TG3C	16	33193659	33196858	2433.635876
729264	TP53TG3C	16	33193659	33196858	2433.635876
102723655	TP53TG3C	16	33193659	33196858	2433.635876
102723713	TP53TG3C	16	33193659	33196858	2433.635876
102724101	TP53TG3C	16	33193659	33196858	2433.635876
102724127	TP53TG3C	16	33193659	33196858	2433.635876
344558	SH3RF3	2	109129348	109504632	358.08577
245911	DEFB108B	11	71833200	71837710	1880.514251
102723555	SPDYE16	7	76531319	76541459	1308.535622
10020	GNE	9	36214441	36277056	1572.703353
6656	SOX1	13	112067647	112070488	2189.110629
257144	GCSAM	3	112120841	112133305	603.270792
166614	DCLK2	4	150078274	150257457	839.523784
405753	DUOXA2	15	45114321	45118421	2343.565349
114885	OSBPL11	3	125528858	125595090	616.678809
9819	TSC22D2	3	150408335	150466431	641.558286
58488	PCTP	17	55750979	55842830	2546.531541
2047	EPHB1	3	134597801	135260467	625.747752
4034	LRCH4	7	100574011	100586153	1332.578314
79725	THAP9	4	82900684	82919969	772.346194
643382	TMEM253	14	21098937	21103724	2212.506247
90525	SHF	15	45167214	45201175	2343.618242
7134	TNNC1	3	52451102	52454070	543.601053
9649	RALGPS1	9	126914774	127223166	1663.403686
5277	PIGA	X	15319451	15335580	2890.320973
4174	MCM5	22	35400063	35425430	2859.583117
6188	RPS3	11	75399486	75422280	1884.080537
122258	SPACA7	13	112376319	112434689	2189.419301
2771	GNAI2	3	50226292	50259355	541.376243
122664	TPPP2	14	21024109	21036276	2212.431419
9023	CH25H	10	89205629	89207314	1764.089258
79669	C3orf52	3	112086335	112131004	603.236286
9063	PIAS2	18	46803224	46920160	2620.841227
11188	NISCH	3	52455118	52493071	543.605069
55612	FERMT1	20	6074845	6123544	2719.103749
91252	SLC39A13	11	47407132	47416501	1856.088183
9572	NR1D1	17	40092787	40100725	2530.873349
1783	DYNC1LI2	16	66720893	66751798	2467.16311
83939	EIF2A	3	150546678	150584242	641.696629
10948	STARD3	17	39637065	39663484	2530.417627
339855	KY	3	134603138	134651636	625.753089
122665	RNASE8	14	21057822	21058455	2212.465132
9862	MED24	17	40019097	40061215	2530.799659
64881		13	61409858	61427849	2138.45284
7531	YWHAE	17	1344272	1400378	2492.124834
9530	BAG4	8	38176533	38213301	1429.526809
57447	NDRG2	14	21016763	21070872	2212.424073
3299	HSF4	16	67164681	67169945	2467.606898
642612	TRIM49C	11	90031106	90042025	1898.712157
166655	TRIM60	4	165016458	165041744	854.461968
30848	CTAG2	X	154651972	154653579	3029.653494
22872	SEC31A	4	82818661	82901166	772.264171
6770	STAR	8	38143649	38151265	1429.493925
51224	ELOA2	18	47032572	47035621	2621.070575
85329	LGALS12	11	63506084	63516774	1872.187135
107983955	ELOA3C	18	46968695	46969912	2621.006698
8718	TNFRSF25	1	6460786	6466195	6.460786
728929	ELOA3B	18	47022287	47023927	2621.06029
100506888	ELOA3D	18	46962768	46964408	2621.000771
131368	ZPLD1	3	102099244	102479841	593.249195
83473	KATNAL2	18	46917492	47102243	2620.955495
10296	MAEA	4	1289851	1340147	690.735361
7508	XPC	3	14145147	14178783	505.295098
6431	SRSF6	20	43457928	43464247	2756.486832
1659	DHX8	17	43483865	43610338	2534.264427
27257	LSM1	8	38163321	38176730	1429.513597
51807	TUBA8	22	18110331	18146554	2842.293385
8989	TRPA1	8	72019917	72075617	1463.370193
2074	ERCC6	10	49455368	49539538	1724.338997
267004	ERCC6	10	49455368	49539538	1724.338997
79591	ARMH3	10	101845599	102056193	1776.729228
9070	ASH2L	8	38105242	38144076	1429.455518
8036	SHOC2	10	110919547	111013667	1785.803176
55670	PEX26	22	18077920	18131138	2842.260974
260334	TUBB8P12	18	47390	49557	2574.085393
90019	SYT8	11	1828307	1837521	1810.509358
22932	POMZP3	7	76609986	76627261	1308.614289
137814	NKX2-6	8	23702451	23706598	1415.052727
27304	MOCS3	20	50958826	50963931	2763.98773
9883	POM121	7	72879365	72951440	1304.883668
51373	MRPS17	7	55951819	55956501	1287.956122
6781	STC1	8	23841915	23854807	1415.192191
334	APLP2	11	130068147	130144811	1938.749198
162699	ELOA3	18	47028202	47030078	2621.066205
400954	EML6	2	54723499	54972025	303.679921
79188	TMEM43	3	14124940	14143679	505.274891
1211	CLTA	9	36190856	36304781	1572.679768
9242	MSC	8	71841549	71844468	1463.191825
114818	KLHL29	2	23385217	23708611	272.341639
349075	ZNF713	7	55887475	55942530	1287.891778
57418	WDR18	19	984271	998438	2655.395559
9051	PSTPIP1	15	76993359	77037332	2375.444387
23452	ANGPTL2	9	127087332	127122883	1663.576244
9487	PIGL	17	16217191	16351797	2506.997753
2631	NIPSNAP2	7	55951793	56000181	1287.956096
80216	ALPK1	4	112285509	112442620	801.731019
10900	RUNDC3A	17	44308413	44318671	2535.088975
10126	DNAL4	22	38778508	38794198	2862.961562
729355	TP53TG3B	16	33360274	33363478	2433.802491
11020	IFT27	22	36758202	36776256	2860.941256
55768	NGLY1	3	25718944	25790039	516.868895
25777	SUN2	22	38734725	38794143	2862.917779
7249	TSC2	16	2047465	2089487	2402.489682
245938	DEFB125	20	87250	97094	2713.116154
2597	GAPDH	12	6533927	6538374	1950.3016
4723	NDUFV1	11	67605653	67612554	1876.286704
5771	PTPN2	18	12785478	12929643	2586.823481
3755	KCNG1	20	51003656	51023129	2764.03256
51000	SLC35B3	6	8411463	8435611	1069.609787
124540	MSI2	17	57255851	57684685	2548.036413
8717	TRADD	16	67154180	67160298	2467.596397
51714	SELENOT	3	150602875	150630445	641.752826
27258	LSM3	3	14178358	14201119	505.328309
253738	EBF3	10	129835283	129963841	1804.718912
2528	FUT6	19	5830610	5839731	2660.241898
54977	SLC25A38	3	39383324	39397351	530.533275
9611	NCOR1	17	16029157	16218185	2506.809719
55336	FBXL8	16	67159931	67164570	2467.602148
100129216	DEFB131B	11	71878453	71884561	1880.559504
11275	KLHL2	4	165207618	165323156	854.653128
49854	ZBTB21	21	41986831	42010387	2819.459902
222389	BEND7	10	13438484	13528974	1688.322113
92610	TIFA	4	112274542	112285903	801.720052
388962	BOLA3	2	74135398	74147994	323.09182
341640	FREM2	13	38687129	38887131	2115.730111
64718	UNKL	16	1363205	1414751	2401.805422
26165	SPATA31A7	9	61190003	61196280	1597.678915
128646	SIRPD	20	1534251	1558843	2714.563155
7431	VIM	10	17228259	17237593	1692.111888
27434	POLM	7	44072247	44082540	1276.07655
80117	ARL14	3	160677159	160678452	651.82711
2525	FUT3	19	5842888	5851474	2660.254176
10326	SIRPB1	20	1563521	1620061	2714.592425
439996	IFIT1B	10	89378056	89385205	1764.261685
3988	LIPA	10	89213569	89414557	1764.097198
7390	UROS	10	125784980	125823285	1800.668609
2277	VEGFD	X	15345591	15384376	2890.347113
9166	EBAG9	8	109539711	109565996	1500.889987
151742	PPM1L	3	160755602	161078907	651.905553
10749	KIF1C	17	4997948	5028401	2495.77851
8293	SERF1B	5	70025247	70043113	949.685312
728492	SERF1B	5	70025247	70043113	949.685312
2072	ERCC4	16	13920157	13952345	2414.362374
27230	SERP1	3	150541994	150603228	641.691945
221785	ZSCAN25	7	99616946	99632407	1331.621249
23556	PIGN	18	61905255	62187118	2635.943258
81623	DEFB126	20	142369	145751	2713.171273
84945	ABHD13	13	108218379	108234255	2185.261361
348093	RBPMS2	15	64739892	64775587	2363.19092
65083	NOL6	9	33461441	33473930	1569.950353
80032	ZNF556	19	2867335	2883445	2657.278623
2713	GK3P	4	165277812	165279679	854.723322
201931	TMEM192	4	165070608	165208549	854.516118
51678	MPP6	7	24573268	24694193	1256.577571
54103	GSAP	7	77310751	77416400	1309.315054
8557	TCAP	17	39664187	39666555	2530.444749
25876	SPEF1	20	3777504	3781448	2716.806408
55238	SLC38A7	16	58665109	58685104	2459.107326
139760	GPR119	X	130384440	130385447	3005.385962
10746	MAP3K2	2	127298730	127388465	376.255152
283150	FOXR1	11	118971707	118981291	1927.652758
286097	MICU3	8	17027238	17122644	1408.377514
140701	ABHD16B	20	63861498	63862988	2776.890402
7039	TGFA	2	70447280	70554193	319.403702
79803	HPS6	10	102065390	102068038	1776.949019
219927	MRPL21	11	68891276	68903835	1877.572327
54995	OXSM	3	25782917	25794534	516.932868
23429	RYBP	3	72371825	72446621	563.521776
56034	PDGFC	4	156760454	156971394	846.205964
55869	HDAC8	X	72329516	72573199	2947.331038
10923	SUB1	5	32531633	32604079	912.191698
2840	GPR17	2	127645864	127652639	376.602286
100113407	TMEM170B	6	11538278	11583524	1072.736602
150771	ITPRIPL1	2	96325331	96330517	345.281753
1595	CYP51A1	7	92112151	92134803	1324.116454
5584	PRKCI	3	170222365	170305981	661.372316
11112	HIBADH	7	27525442	27662995	1259.529745
130574	LYPD6	2	149329985	149474148	398.286407
114112	TXNRD3	3	126571779	126655155	617.72173
645840	TXNRD3	3	126571779	126655155	617.72173
8536	CAMK1	3	9757342	9769992	500.907293
3434	IFIT1	10	89392546	89406486	1764.276175
140850	DEFB127	20	157470	159163	2713.186374
401387	LRRD1	7	92141643	92179531	1324.145946
139716	GAB3	X	154675249	154751583	3029.676771
3437	IFIT3	10	89327894	89340971	1764.211523
654254	ZNF732	4	270675	305321	689.716185
5068	REG3A	2	79157003	79159753	328.113425
4109	MAGEA10	X	152133310	152138578	3027.134832
6100	RP9	7	33094797	33109401	1265.0991
245939	DEFB128	20	187853	189681	2713.216757
387723	C10orf143	10	130020025	130110817	1804.903654
140881	DEFB129	20	227258	229886	2713.256162
889	KRIT1	7	92198969	92246166	1324.203272
3433	IFIT2	10	89283694	89309276	1764.167323
9066	SYT7	11	61515313	61581148	1870.196364
8744	TNFSF9	19	6530999	6535928	2660.942287
256714	MAP7D2	X	20006713	20116917	2895.008235
2184	FAH	15	80152490	80186946	2378.603518
56243	KIAA1217	10	23694746	24547848	1698.578375
10391	CORO2B	15	68578969	68727806	2367.029997
9567	GTPBP1	22	38705723	38738299	2862.888777
642623	UBTFL1	11	90085950	90087131	1898.767001
10875	FGL2	7	77193371	77199848	1309.197674
100289279	CNTNAP3C	9	61330717	61453030	1597.819629
3717	JAK2	9	4984390	5128183	1541.473302
5783	PTPN13	4	86594315	86815171	776.039825
54221	SNTG2	2	950868	1367613	249.90729
100526693	ARPC4-TTLL3	3	9793082	9835401	500.943033
441376	AARD	8	116938199	116944487	1508.288475
347730	LRRTM1	2	80288351	80304749	329.244773
7416	VDAC1	5	133971915	134005133	1013.63198
126328	NDUFA11	19	5891276	5904006	2660.302564
64236	PDLIM2	8	22578279	22598025	1413.928555
5152	PDE9A	21	42653636	42775509	2820.126707
5920	RARRES3	11	63536809	63546462	1872.21786
8861	LDB1	10	102107560	102120453	1776.991189
1496	CTNNA2	2	79185231	80648861	328.141653
54979	HRASLS2	11	63552770	63563383	1872.233821
374877	TEX45	19	7492976	7508450	2661.904264
57639	CCDC146	7	77122434	77329533	1309.126737
11145	PLA2G16	11	63573195	63616883	1872.254246
10093	ARPC4	3	9792495	9807726	500.942446
2527	FUT5	19	5865826	5870540	2660.277114
92960	PEX11G	19	7476875	7497449	2661.888163
1959	EGR2	10	62811996	62919900	1737.695625
811	CALR	19	12938578	12944489	2667.349866
84435	ADGRA1	10	133070929	133131675	1807.954558
8658	TNKS	8	9555914	9782346	1400.90619
7700	ZNF141	4	337814	384864	689.783324
6945	MLX	17	42567068	42573239	2533.34763
7466	WFS1	4	6269849	6303265	695.715359
64105	CENPK	5	65517766	65563171	945.177831
9502	XAGE2	X	52369030	52375680	2927.370552
11030	RBPMS	8	30384479	30572261	1421.734755
140467	ZNF358	19	7515292	7521026	2661.92658
64921	CASD1	7	94509219	94557019	1326.513522
10016	PDCD6	5	271621	353856	879.931686
400830	DEFB132	20	257736	261096	2713.28664
8403	SOX14	3	137764284	137766338	628.914235
84830	ADTRP	6	11712054	11807046	1072.910378
7173	TPO	2	1374066	1543711	250.330488
158358	KIAA2026	9	5881596	6007901	1542.370508
29982	NRBF2	10	63133247	63155031	1738.016876
27297	CRCP	7	66114604	66154568	1298.118907
6522	SLC4A2	7	151057210	151076527	1383.061513
84706	GPT2	16	46884378	46931297	2447.326595
9658	ZNF516	18	76358190	76495190	2650.396193
146760	RTN4RL1	17	1934677	2025345	2492.715239
11172	INSL6	9	5123880	5185668	1541.612792
404550	C16orf74	16	85690084	85751129	2486.132301
430	ASCL2	11	2268495	2270952	1810.949546
7916	PRRC2A	6	31620720	31637771	1092.819044
2315	MLANA	9	5890802	5910606	1542.379714
4191	MDH2	7	76048051	76067508	1308.052354
29893	PSMC3IP	17	42572315	42577831	2533.352877
653220	XAGE1A	X	52495676	52500812	2927.497198
4968	OGG1	3	9749944	9788219	500.899895
23089	PEG10	7	94656325	94669695	1326.660628
129607	CMPK2	2	6840570	6866635	255.796992
400950	C2orf91	2	41935368	41956806	290.89179
435	ASL	7	66075798	66093558	1298.080101
653067	XAGE1B	X	52512077	52520803	2927.513599
8910	SGCE	7	94524204	94656572	1326.528507
5828	PEX2	8	76980258	77001044	1468.330534
